row_id,fold,y_true_id,y_pred_id,y_true,y_pred,prob_c1,prob_c234,prob_c5,correct,original_token_count,head_tail_applied,resp_text,duplicate_group_size,duplicate_num_labels,is_duplicate,is_conflicting_duplicate,experiment_id
2625,0,2,2,c5,c5,0.044617254,0.29200846,0.6633743,True,86,False," Boa tarde  Conforme solicitação realizada através do sistema e-SIC da CGU à UFRPE, informamos que, de acordo com o setor responsável, atualmente, o Campus da Unidade Acadêmica de Garanhuns da UFRPE, não possui código de vaga disponível para o cargo de Técnico em Agropecuária.  Atenciosamente Serviço de Informação ao Cidadão - SIC Universidade Federal Rural de Pernambuco - UFRPE ",1,1,False,False,head_tail_256_v1
2631,0,1,2,c234,c5,0.250299,0.29845545,0.45124555,False,27,False," Segue em anexo a resposta do pleito.  Atenciosamente,  Serviço de Informações ao Cidadão  SIC Agência Nacional de Águas  ANA ",19,3,True,True,head_tail_256_v1
2643,0,0,2,c1,c5,0.32013264,0.26462293,0.4152444,False,88,False," Prezado Senhor,   Encaminhamos em anexo resposta ao pedido de informação.   Considerando o disposto no art. 19, inc. II, c/c o art. 21, caput, do Decreto n.º 7.724, de 2012, informa-se que poderá ser apresentado recurso, no prazo de 10 dias, contado da ciência da decisão.   Atenciosamente,   Serviço de Informação ao Cidadão   Ministério da Fazenda ",3,1,True,False,head_tail_256_v1
2646,0,0,2,c1,c5,0.10035738,0.33301935,0.5666233,False,1614,True," Prezado Vinicius,  Seguem as informações de que dispomos:  Brasil    Ano da safra = Safra 2016   Produto = 2 Abacaxi   Mês = fevereiro 2017   Variável     Área plantada (Hectares) 102.476   Área colhida (Hectares) 68.618   Produção (Mil frutos) 1.756.359         Tabela 1612 - Área plantada, área colhida, quantidade produzida, rendimento médio e valor da produção das lavouras temporárias   Variável = Área plantada (Hectares)   Produto das lavouras temporárias = Total   Brasil e Unidade da Federação Ano   2007 2008 2009 2010 2011 2012 2013 2014 2015   Brasil 55.887.379 59.032.241 59.431.710 59.059.599 61.841.033 63.005.046 66.406.024 70.398.423 71.026.079   Rondônia 383.553 408.939 436.766 455.482 546.051 476.280 447.793 465.183 505.753   Acre 107.877 98.425 84.700 114.815 121.043 135.180 118.489 110.554 103.290   Amazonas 144.985 139.022 140.167 135.465 146.031 145.647 135.550 113.173 100.318   Roraima 41.908 46.133 34.833 34.890 42.135 43.508 49.804 47.814 50.600   Pará 950.688 894.926 859.286 793.733 795.974 818.833 888.463 953.116 1.015.293   Amapá 15.656 18.463 20.498 22.341 22.076 20.925 24.280 39.384 30.878   Tocantins 583.585 646.558 612.324 664.195 705.878 730.965 834.257 1.034.697 1.196.994   Maranhão 1.620.345 1.629.185 1.588.862 1.729.552 1.751.843 1.795.760 1.845.490 1.975.258 1.802.598   Piauí 1.021.277 1.015.856 1.091.208 1.085.916 1.211.926 1.242.537 1.367.561 1.443.676 1.468.590   Ceará 1.457.146 1.516.034 1.565.997 1.249.534 1.561.076 1.207.133 835.020 1.012.060 1.013.083   Rio Grande do Norte 315.991 332.949 333.071 188.923 264.702 174.029 179.007 198.677 185.483   Paraíba 541.641 602.727 596.949 387.000 520.883 315.695 269.807 332.744 290.582   Pernambuco 1.045.232 1.209.084 1.103.305 1.008.027 1.048.136 916.379 501.357 803.733 762.022   Alagoas 618.740 650.900 626.470 588.088 574.959 510.664 553.345 541.293 433.915   Sergipe 295.241 301.765 311.368 326.608 304.590 271.294 279.791 284.818 282.686   Bahia 3.374.656 3.413.864 3.410.816 3.356.322 3.520.869 3.042.539 3.173.428 3.584.274 3.711.721   Minas Gerais 3.435.778 3.574.571 3.673.694 3.707.924 3.809.903 3.947.905 4.130.827 4.329.431 4.297.197   Espírito Santo 151.164 159.690 161.451 144.614 147.384 141.022 133.936 131.024 124.941   Rio de Janeiro 168.004 169.935 166.885 167.816 141.384 157.396 138.238 121.981 101.780   São Paulo 5.839.811 6.602.359 6.702.900 6.790.397 6.957.714 7.019.758 7.277.216 7.503.691 7.670.689   Paraná 9.210.485 9.620.395 9.894.073 9.533.355 9.740.331 9.857.170 10.337.789 10.587.901 10.494.673   Santa Catarina 1.690.398 1.680.007 1.652.656 1.591.863 1.554.786 1.490.575 1.523.522 1.545.746 1.517.119   Rio Grande do Sul 7.804.492 7.914.625 7.893.148 7.769.356 7.955.427 8.091.176 8.582.911 8.871.226 8.794.564   Mato Grosso do Sul 3.032.633 3.237.782 3.206.201 3.245.163 3.496.823 3.813.582 4.318.120 4.551.748 4.744.300   Mato Grosso 7.992.055 8.830.550 8.735.355 9.381.244 9.884.223 11.262.263 12.723.490 13.542.011 14.099.053   Goiás 3.918.065 4.187.320 4.409.036 4.470.306 4.889.269 5.244.323 5.601.980 6.100.279 6.069.499   Distrito Federal 125.973 130.177 119.691 116.670 125.617 132.508 134.553 172.931 158.458       Atenciosamente,  Equipe de Atendimento ",1,1,False,False,head_tail_256_v1
2655,0,0,1,c1,c234,0.30022284,0.41359967,0.28617755,False,597,True," Senhor, O Serviço de Informações ao Cidadão do Ministério do Planejamento, Desenvolvimento e Gestão agradece o seu contato.   Em atenção à sua solicitação, informamos que a Portaria Conjunta SEGEP/SOF nº 02, de 30/11/2012, regulamenta os critérios para pagamento despesas de exercícios anteriores de pessoal, no âmbito da Administração Pública Federal direta, autárquica e fundacional, cópia anexa, a qual pode ser acessada em https://conlegis.planejamento.gov.br/conlegis/pesquisaTextual/atoNormativoDetalhesPub.htm?id=9168 Consideram-se, para fins de pagamento de despesas de exercícios anteriores, objeto da Portaria Conjunta, as vantagens pecuniárias reconhecidas administrativamente, de ofício ou a pedido do servidor, não pagas no exercício de competência, observada a prescrição quinquenal de que trata o Decreto n&deg, 20.910, de 6 de janeiro de 1932 (art. 2º da citada portaria). Art. 3º Cabe à Secretaria de Gestão e Desempenho de Pessoal, do Ministério da Economia, a supervisão e o controle dos pagamentos de que trata o art. 1º desta Portaria Conjunta, em parceria com os órgãos da Administração Pública Federal direta, autárquica e fundacional, por intermédio do Sistema Integrado de Administração de Recursos Humanos - SIAPE. Relevante acrescentar que, a veracidade das informações cadastradas no Sistema Integrado de Administração de Recursos Humanos - SIAPE, e respectivos valores informados são de inteira responsabilidade dos dirigentes de recursos humanos do órgão pagador do servidor, conforme estabelecido no art. 6º da mencionada Portaria. Desse modo, a regra para pagamento está estabelecidas no Art. 10, que assim dispõe: Art. 10. A partir do mês de janeiro de 2013, o limite para pagamento, a qualquer tempo, dos processos autorizados no módulo de exercícios anteriores fica alterado de R$ 2.000,00 (dois mil reais) para R$ 5.000,00 (cinco mil reais), por objeto e beneficiário, excetuando- se os casos de que trata o artigo 8º. Informamos ainda que para a situação do servidor que não se enquadra nos critérios acima descritos, razão pela qual ainda não foi pago, o pagamento fica condicionado aos critérios previstos na Portaria Conjunta SEGEP/SOF nº 02, de 30/11/2012, observada a disponibilidade orçamentária.  Assim, as informações solicitadas deverão ser feitas diretamente ao seu órgão de origem, responsável pela análise, inclusão no SIAPE dos valores a receber, autorização e desbloqueio, ficando preparado para pagamento quando disponibilizado recursos orçamentários atestados pela Secretaria de Orçamento Federal - SOF.   Atenciosamente, ",1,1,False,False,head_tail_256_v1
2658,0,1,2,c234,c5,0.2802085,0.32236055,0.39743096,False,46,False," Prezado Senhor,    Segue anexa planilha contendo as informações  de todas as APS do INSS solicitadas, atualizadas até o Dez/16.      Atenciosamente,  Serviço de Informações ao Cidadão  INSS ",1,1,False,False,head_tail_256_v1
2667,0,2,2,c5,c5,0.22077219,0.3170726,0.46215522,True,152,False," Prezado(a) Sr(a). Agradecemos o contato e informamos que o atendimento ao pedido de informação solicitado poderá ser obtido nos seguintes endereços eletrônicos:   http://www.proplan.ufpb.br/proplan/contents/documentos/relatorios-de-gestao/relatorio-de-gestao-2016.pdf   http://www.proplan.ufpb.br/proplan/contents/documentos/relatorios-de-gestao/relatorio-de-gestao-2017   Atenciosamente, Serviço de Informação ao Cidadão - SIC Universidade Federal da Paraíba - UFPB ",1,1,False,False,head_tail_256_v1
2672,0,2,2,c5,c5,0.033363435,0.19983649,0.76680005,True,159,False," Prezada Sra.,  Informamos que temos 39 códigos de vaga desocupados para o cargo de Assistente em Administração, entretanto, não há ainda definição sobre o concurso público para provimento.   Salientamos que a Pró-Reitoria de Gestão de Pessoas e Qualidade de Vida  PROGEPE disponibiliza formulário de Redistribuição no link abaixo, o mesmo trás requerimento e lista de documentos necessários à abertura do processo, o qual estamos enviando cópia em anexo.   http://www3.ufpe.br/progepe/images/progepe/dgp/Formulario_de_Redistribuicao.pdf  Att. Serviço de Informação ao Cidadão Universidade Federal de Pernambuco ",1,1,False,False,head_tail_256_v1
2673,0,1,2,c234,c5,0.077746734,0.28605694,0.6361964,False,295,True," Prezado Senhor,   Encaminhamos-lhe abaixo resposta referente ao pedido SIC 23480023880201870.  Informamos que, conforme o Decreto nº 9.099, de 18/07/2017, o Programa Nacional do Livro e do Material Didático (PNLD) disponibiliza obras didáticas, pedagógicas e literárias e outros materiais de apoio à prática educativa às escolas públicas de educação básica das redes federal, estaduais, municipais e distrital e às instituições comunitárias, confessionais ou filantrópicas sem fins lucrativos e conveniadas com o Poder Público. Os livros são encaminhados para as escolas cujas secretarias de educação fizeram adesão ao Programa.   O PNLD atendeu o público da Educação de Jovens e Adultos por meio do Edital EJA 2014 (http://www.fnde.gov.br/programas/programas-do-livro/consultas/editais-programas-livro). No entanto, não há investimentos especificados para o Programa Alfabetização Solidária. Resposta concedida pela Coordenação-Geral dos Programas do Livro - CGPLI.   Colocamo-nos à disposição para outros esclarecimentos, alertando que o prazo recursal em 1ª instância, referente a este pedido é de 10 dias.   Atenciosamente, Serviço de Informação ao Cidadão Fundo Nacional de Desenvolvimento da Educação- FNDE ",1,1,False,False,head_tail_256_v1
2674,0,0,1,c1,c234,0.3136219,0.50463486,0.18174323,False,380,True," Prezado Senhor Francisco,     1.Conforme solicitação através do E-SIC, site CGU, informamos que:     1.1. No que se refere às convocações/admissões, cabe ao candidato/cidadão acompanhar, de forma sistemática, as informações atualizadas no site da CAIXA, endereço www.caixa.gov.br, mediante acesso às opções Downloads e Concurso Público  Admissional, com seleção do arquivo referente ao concurso de interesse.     1.2. Quanto às informações acerca de admissões por meio judicial, esclarecemos que são públicas e podem ser consultadas diretamente nos sítios dos tribunais. Assim, esta Empresa entende que a informação de Admissões Judiciais deve ser buscada junto às autoridades responsáveis.    2. Por fim, agradecemos o contato e esclarecemos que a CAIXA, na página www.caixa.gov.br/acessoainformacao, disponibiliza as informações corporativas em atendimento à Lei 12.527/2011.     3. Informamos que a CAIXA mantém SAC para informações, reclamações, cancelamentos, sugestões, serviços e elogios, com atendimento 24 horas por dia 07 dias por semana, pelo DDG 0800 726 0101 e para reclamações não solucionadas no SAC ou denúncias, a CAIXA mantém canal de Ouvidoria com atendimento de segunda a sexta-feira, das 08 às 18 horas, pelo DDG 0800 725 7474.    4. A CAIXA coloca-se à disposição através de seus canais de atendimento.     Atenciosamente,    ADRIANE VELLOSO FERREIRA  Superintendência Nacional de Serviços Compartilhados de Gestão de Pessoas  CAIXA - Serviço de Informações ao Cidadão ",1,1,False,False,head_tail_256_v1
2675,0,1,1,c234,c234,0.24059565,0.44144407,0.31796023,True,85,False," Prezado Senhor: Obrigado por utilizar esse canal de atendimento do Banco da Amazônia. Quanto ao seu pedido registrado em 22/10/2018, temos  a informar que neste ano de 2018 não houve Programa de Aposentadoria Incentivado. Logo, não temos como informar quantidade de adesões, previsão de desligamentos ou prazo de conclusão. Atenciosamente, SIC - Serviço de Informações ao Cidadão ",1,1,False,False,head_tail_256_v1
2676,0,0,0,c1,c1,0.4186197,0.3550828,0.2262975,True,911,True," Prezada Senhora,Cumprimentando-a cordialmente, em atenção ao Pedido de Acesso à Informação nº 08850.002001/2018-27, registrado no sistema e-SIC no dia 14/04/2018, informamos que, nos termos do Decreto nº 9.150,de 4 de setembro de 2017, compete a este ministério:""I - defesa da ordem jurídica, dos direitos políticos e das garantias constitucionais,II - política judiciária,III - direitos dos índios,IV - políticas sobre drogas,V - defesa da ordem econômica nacional e dos direitos do consumidor,VI - nacionalidade, imigração e estrangeiros,VII - ouvidoria-geral dos índios e do consumidor,VIII- prevenção e repressão à lavagem de dinheiro e cooperação jurídica internacional,XIX - defesa dos bens e dos próprios da União e das entidades integrantes da administração pública federal indireta,X - articulação, coordenação, supervisão, integração e proposição das ações governamentais e do Sistema Nacional de Políticas sobre Drogas nos aspectos relacionados com as atividades de prevenção, repressão ao tráfico ilícito e à produção não autorizada de drogas e aquelas relacionadas com o tratamento, a recuperação e a reinserção social de usuários e dependentes e ao Plano Integrado de Enfrentamento ao Crack e outras Drogas,XI - atuação em favor da ressocialização e da proteção dos dependentes químicos, sem prejuízo das atribuições dos órgãos integrantes do Sistema Nacional de Políticas Públicas sobre Drogas - SISNAD,XII - política nacional de arquivos, eXIII- assistência ao Presidente da República em matérias não afetas a outro Ministério.""Quanto às ações de fiscalização e cobrança da polícia federal, cumpre informar que nos termos do Portaria n&deg, 335, de 30 de maio de 2006, o Sistema de Correição do Poder Executivo federal e composto pela seguinte estrutura :""art. 2º O Sistema de Correição do Poder Executivo Federal é composto pela Controladoria Geral da União, como órgão Central, unidades específicas de correição para atuação junto aos Ministérios, como unidades setoriais, unidades específicas de correição nos órgãos que compõem a estrutura dos Ministérios, bem como suas autarquias e fundações públicas, como unidades seccionais, e, Comissão de Coordenação e Correição, como instância colegiada com funções consultivas, com o objetivo de fomentar a integração e uniformizar entendimentos dos órgãos e unidades que integram o Sistema.No caso da Polícia Federal, além de prever a existência de corregedorias regionais por todo o território nacional, o Decreto nº 9.150, de 4 de setembro de 2017, institui a Corregedoria-Geral de Polícia Federal, com as seguintes competências:""I - dirigir, planejar, coordenar, controlar e avaliar as atividades correicional e disciplinar, no âmbito da Polícia Federal,II - orientar, no âmbito da Polícia Federal, na interpretação e no cumprimento da legislação pertinente às atividades de polícia judiciária e disciplinar, eIII - apurar as infrações cometidas por servidores da Polícia Federal.""Sendo assim, as investigações preliminares de eventuais irregularidades praticadas no âmbito da Polícia Federal - PF são realizadas no âmbito das corregedorias regionais, passando pela corregedoria-Geral da Polícia Federal, e podendo chegar ao órgão central do sistema de correição do Executivo federal, que é a Controladoria Geral da União.Cumpre registrar, ainda, que as ações de controle interno supramencionadas não prejudicam as atividades de controle externo das polícias, realizado Pelo Ministério Público da União nos termos do art. 9&deg, da LC 75/1993I - ter livre ingresso em estabelecimentos policiais ou prisionais,II - ter acesso a quaisquer documentos relativos à atividade-fim policial,III - representar à autoridade competente pela adoção de providências para sanar a omissão indevida, ou para prevenir ou corrigir ilegalidade ou abuso de poder,IV - requisitar à autoridade competente para instauração de inquérito policial sobre a omissão ou fato ilícito ocorrido no exercício da atividade policial,V - promover a ação penal por abuso de poder.Ante o exposto, sugerimos que procure o Departamento de Polícia Federal para ter acesso às investigações realizadas sobre o tema em questão.Por fim, reafirmamos que o compromisso deste ministério no cumprimento de suas competências regimentais.Agradecemos o contato.Atenciosamente, ",1,1,False,False,head_tail_256_v1
2678,0,2,2,c5,c5,0.14187966,0.24572282,0.61239755,True,56,False," Caro solicitante,  Desculpando-se pela demora na resposta, a Coordenadoria de Registro de Diplomas da Pró-reitoria de Ensino do IFCE informa que não dispomos desse serviço. Cordialmente,  SIC/IFCE ",1,1,False,False,head_tail_256_v1
2680,0,2,2,c5,c5,0.17785625,0.26459292,0.55755085,True,27,False," Prezado solicitante,   segue anexo o arquivo com as informações requeridas.    atenciosamente, Equipe SIC/LAI ",1,1,False,False,head_tail_256_v1
2688,0,0,1,c1,c234,0.23898335,0.44149354,0.3195231,False,113,False," Prezado(a), Segue resposta. Informamos que o caso a mesma não atenda suas solicitações, conforme a lei de acesso á informação, LAI em seu art.21, você tem direito a recurso, com o prazo de 10(dez) dias a contar do recebimento deste.  Ouvidoria UFRA  No quandro de funcionários da Universidade Federal Rural da Amazônia não ha funcionários contratados, entretanto é utilizado o serviço de contratação de terceirizados. A ouvidoria agradece a sua manifestação e se coloca a disposição para contato. ",1,1,False,False,head_tail_256_v1
2693,0,0,0,c1,c1,0.48360574,0.38144448,0.13494979,True,49,False," Prezado cidadão, Conforme orientação da área técnica, a demanda deve ser direcionada à Secretaria Municipal De Saúde/SP, através do link abaixo:  http://esic.prefeitura.sp.gov.br ",1,1,False,False,head_tail_256_v1
2701,0,1,2,c234,c5,0.2210606,0.38079458,0.39814478,False,550,True," Prezado Senhor, Boa tarde! A Ouvidoria do HU-UFMA tem o prazer em atendê-lo. Em atenção à solicitação, o Setor de Regulação e Avaliação em Saúde apontou que as informações outrora indicadas por Vossa Senhoria são dados públicos e estão disponíveis no portal do Ministério da Saúde, por meio do Programa Tab para Windows  TabWin, em que terá que instalar o referido programa em seu computador. Para tanto, segue o link inicial: http://www2.datasus.gov.br/DATASUS/index.php?area=060805. Outrossim, os medicamentos de interesse que possuem código na tabela SUS e que foram processados dentro das internações estão disponibilizados no referido programa. Todavia, os que não possuem código SUS, as informações são obtidas de forma manual, sendo extraídas dos prontuários físicos de cada paciente. Dessa forma, se exigiria um serviço extra da equipe, considerando um volume de mais de 14.000 internações em 2017, o que inviabilizaria a rotina do Serviço de Arquivo Médico, conforme orienta o Decreto nº 7724/2012, Art. 13, Incisos II e II. No entanto, havendo um interesse cientifico, Vossa Senhoria poderá acessar ainda o link http://www.ebserh.gov.br/web/hu-ufma/comic-comissao-cientifica e seguir as orientações que a Gerência de Ensino e Pesquisa deste Hospital estabelece em relação à Comissão Científica, haja vista que a mesma tem por objetivo definir, implementar e difundir entre a comunidade acadêmica e a sociedade as normas e diretrizes regulamentadoras para o trâmite de Pesquisa Científica no HU-UFMA.  Por fim, seguem as informações do Hospital Universitário da Universidade Federal do Maranhão: CNPJ: 15.126.437/0004-96 CNES: 2726653 Quantidade de leitos de todos os tipos: 573 Atende exclusivamente SUS:  SIM Endereço:  Rua barão de Itapary, nº 227  Centro Município: São Luís CEP: 65020-070 Estado: MA Responsável pelas informações: João Rogério Santos Cargo: Chefe da Unidade de Processamento da Informação Assistencial Telefone para contato: 98 2109-1228 Email: seras@huufma.br A Ouvidoria do HU-UFMA agradece seu contato e se coloca à disposição para outros esclarecimentos. ",1,1,False,False,head_tail_256_v1
2731,0,1,2,c234,c5,0.14282528,0.2683516,0.58882314,False,51,False," Prezada Senhora, O contrato com a Moody&acute,s foi firmado em 23/08/2012 e nenhum valor foi cobrado para a execução do serviço.  Atenciosamente,  Departamento de Contratações - DASC ",1,1,False,False,head_tail_256_v1
2732,0,1,1,c234,c234,0.13239342,0.46436033,0.40324625,True,381,True," Prezada Sra. Paula,     Cumprimentando-a cordialmente, informamos que com a ratificação da Convençao nº 169 da Organização Internacional do Trabalho-OIT, sobre os Povos Indígenas e Tribais, promulgada pelo Decreto nº 5.051/2004, a questão da autoidentidade ou da autodeclaração indígena passou a ser considerada como instrumento que legitima a consciência do individuo como indígena, conforme previsto no texto da referida Convenção, quando diz: a consciência de sua identidade indígena ou tribal deverá ser considerada como critério fundamental para determinar os grupos aos que se aplicam as disposições da presente convenção.   Compreendendo a relevância desse tema e a inexistência de métodos apropriados capazes de comprovar a identidade das pessoas, a Funai entende que não cabe a ela declarar quem é ou não indígena, pois estaria contrariando os direitos previstos na referida Convenção. Tendo em vista a diversidade dos povos indígenas no Brasil e a complexidade que permeia esse assunto, entendemos que, além do autoreconhecimento deve-se ouvir a comunidade a qual o indivíduo se diz pertencer.  Portanto pedimos que procure a comunidade indígena a qual pertence para que esta o reconheça como indígena e formalize junto à coordenação Regional que os assisti.   Esclarecemos que, se não souber a qual comunidade indígena pertence, não tem como viabilizar seu reconhecimento como indígena.   Os contatos de todas as unidades da Funai estão dispostos no sitio eletrônico da Fundação (http://www.funai.gov.br/), por meio da aba ""QUEM SOMOS"", localizada no inicio da página, deverá selecionar a opção ""Coordenações Regionais"" e clicar sobre a Coordenação desejada.  Atenciosamente,   SIC/OUVI/FUNAI ",1,1,False,False,head_tail_256_v1
2733,0,1,2,c234,c5,0.13324173,0.2672731,0.59948516,False,27,False," Em anexo os Manuais relativos a fiscalização de peso e dimensão, velocidade e equipamentos obrigatorios. Atenciosamente, SIC PRF ",1,1,False,False,head_tail_256_v1
2735,0,2,2,c5,c5,0.15790087,0.21299823,0.62910086,True,45,False," Caro,  Segue para vosso conhecimento:  http://www.unirio.br/progepe/QRSTAAGO2016.pdf  Sds,  SIC-UNIRIO ",1,1,False,False,head_tail_256_v1
2747,0,1,0,c234,c1,0.39686942,0.29733217,0.3057984,False,4,False, resposta no ofício anexo ,1,1,False,False,head_tail_256_v1
2755,0,2,2,c5,c5,0.07484259,0.20705104,0.7181063,True,123,False," Prezada Senhora,  Em resposta ao seu pedido de acesso à informação, a Secretaria Nacional de Renda de Cidadania (SENARC) encaminha Nota Informativa nº 6, de 7 de abril de 2017 (documento anexo), do Departamento de Operações (Deop), com esclarecimentos acerca dos procedimentos para compra de veículo com recurso proveniente do IGD.  Atenciosamente,  Serviço de Informação ao Cidadão (SIC) Coordenação-Geral  da Ouvidoria Social Secretaria Executiva Ministério do Desenvolvimento Social e Agrário Esplanada dos Ministérios, Bl. C, sala T-21 ",1,1,False,False,head_tail_256_v1
2759,0,0,2,c1,c5,0.13886596,0.2505193,0.6106147,False,54,False," Sr. Requerente, Professor Paulo Sergio Torres Brioso  O atendimento à solicitação contida nesse protocolo encontra-se nos documentos em anexo.  Solange Viana Paschoal Blanco Brandolini Diretora do Instituto de Ciências Biológicas e da Saúde/UFRRJ ",1,1,False,False,head_tail_256_v1
2763,0,1,2,c234,c5,0.0859518,0.41286576,0.50118244,False,276,True," Caro solicitante,  A Assistência da Pró-reitoria de Gestão de Pessoas (Progep) informa que existem 2 cargos vagos de analista de tecnologia da informação, porém não há destinação específica de códigos de vagas para redistribuição.  As vagas inicialmente são colocadas para processo de remoção interna, após a homologação do resultado da remoção, as vagas são providas com candidatos classificados em concursos públicos do IFCE, ainda em vigência. Caso não haja candidato classificado, esses códigos podem ser destinados, no interesse da administração, para redistribuição ou irão para novo concurso público. Entretanto, nada impede que você encaminhe requerimento de redistribuição, contendo exposição de motivos, currículo lattes e diploma de graduação, para que, havendo  possibilidade e interesse da administração de algum campus, a vaga possa ser destinada para redistribuição. As vagas para ofertadas para remoção interna podem ser acompanhadas  no link:http://www.ifce.edu.br/images/stories/menu_superior/Instituicao/Recursos_Humanos/remocao/Tecnico_administrativo/Resultado_final_Edital_de_vagas.11.PROGEP-IFCE.2015.TAE.PDF Cordialmente,  SIC/IFCE ",1,1,False,False,head_tail_256_v1
2766,0,2,0,c5,c1,0.77742034,0.15398274,0.06859686,False,42,False," Prezada Cyntia,  Conforme conversamos, sua solicitação será atendida na demanda original, criada neste MDIC, excluindo assim as demandas repetidas encaminhadas a outros órgãos. At. ",1,1,False,False,head_tail_256_v1
2769,0,1,0,c234,c1,0.6855862,0.24475186,0.06966188,False,264,True," Prezado(a) Senhor(a),  Sua manifestação foi analisada e classificada como uma solicitação, definida pela Instrução Normativa da Ouvidoria-Geral da União nº 01/2014, como um requerimento de adoção de providência por parte da Administração.  Para dar o tratamento adequado à sua solicitação, oferecendo uma resposta mais completa e rápida, ela foi encaminhada ao e-OUV (Sistema de Ouvidorias do Poder Executivo Federal), responsável pelo registro e tratamento de manifestações de ouvidoria.  Caso não concorde com o encaminhamento do pedido, é possível apresentar pedido de revisão à Ouvidoria-Geral da União (OGU), em até 10 (dez) dias, clicando aqui. O pedido de revisão será julgado pela OGU em até 5 (cinco) dias.  Ao fim do prazo para apresentação do pedido de revisão, o andamento da sua solicitação poderá ser acompanhado por meio do e-Ouv, disponível em http://sistema.ouvidorias.gov.br/. Você pode fazer a consulta clicando em Consulte sua Manifestação e informando seu número de protocolo e endereço de e-mail.  Para consultar a manifestação no e-Ouv basta acessar este link. ",68,3,True,True,head_tail_256_v1
2771,0,2,2,c5,c5,0.20009331,0.39233798,0.40756872,True,51,False," Prezado Bruno Almeida, Nós é quem agradecemos seu contato. Não temos previsão, pois dependemos do envio de novos códigos de vagas pelo MEC para novas convocações. Uma ótima noite. SIC - Gabinete do Reitor - UFRJ. ",1,1,False,False,head_tail_256_v1
2778,0,1,2,c234,c5,0.15773372,0.28875646,0.5535098,False,101,False," Prezado Sr. Ricardo Bom dia  Primeiro, gostaríamos de pedir desculpas pela demora em lhe responder, mas problemas operacionais e um grande fluxo de trabalho nos impediram de fazê-lo antes.  Quanto ao seu questionamento, nossa unidade de Brasília informou-nos que o certificado já havia sido enviado quando de sua solicitação de informação e que inclusive entrou em contato telefônico e o senhor confirmou o recebimento do referido Certificado.  Sem mais no momento.  Att.  Sérgio A. Santos ",1,1,False,False,head_tail_256_v1
2781,0,1,1,c234,c234,0.33637917,0.39467376,0.2689471,True,164,False," Senhor Solicitante,  Em resposta ao seu pedido de acesso, de acordo com a Pró-Reitoria de Gestão de Pessoas, PROGEP/UFVJM: ""Em resposta ao questionamento referente ao Edital n.º 002/2017, informo que não temos uma data específica para publicação do Edital discriminando as localidades e as vagas disponíveis para nomeação do Concurso. Esclareço que o mesmo será publicado até a Homologação do Concurso.""  Esperando ter atendido sua solicitação, agradecemos seu contato e nos colocamos a disposição para sanar possíveis dúvidas.  Atenciosamente,  Cláudia Aparecida Fonseca Gestora do Serviço de Informação ao Cidadão - SIC Universidade Federal dos Vales do Jequitinhonha e Mucuri  UFVJM ",1,1,False,False,head_tail_256_v1
2783,0,1,2,c234,c5,0.18970336,0.3961487,0.41414794,False,111,False," Conforme solicitado informamos que o HUCAM-UFES/Ebserh possui apenas 02 empregados que ocupam o cargo de técnico em contabilidade:  ARIANA GROSSI GOULART e  OSÓRIO AUGUSTO DE SOUZA FILHO Quanto ao servidores regidos pela Lei nº 8.112/1990, destacamos que a relação de servidores encontra-se disponível na página da PROGEP/UFES (www.progep.ufes.br). ",1,1,False,False,head_tail_256_v1
2784,0,1,2,c234,c5,0.10591752,0.3929553,0.5011272,False,481,True," Senhor Solicitante,  Em atendimento à solicitação de Vossa Senhoria, informamos que são reproduzidas, a seguir, os questionamentos recebidos pelo sistema e-SIC, acerca do Terminal Pesqueiro Público de Natal-RN - 2190.0001989/2016-71, bem como prestados os respectivos esclarecimentos:  1.1. Há saldo na conta do convênio realizado para a execução desta obra (Conta 101060, Banco do Brasil, Agência 3795-8)? Quanto é? Quanto do total diz respeito a rendimentos?  Esclarecimento: Não foram localizados no sistema Siconv, bem como nos arquivos que regem o acompanhamento do convênio 41/2010, concernente ao TPP/Natal, o saldo e seu respectivo rendimento. No entanto conforme os pagamentos realizados pelo convenente no montante de R$ 11.807.556,13, registra-se um saldo desatualizado de R$ 2.492.754,58. Cabe informar que foi encaminhado um correio eletrônico à Secretaria de Estado da Agricultura, da Pecuária e da Pesca, solicitando para que seja informado o saldo com os rendimentos da referida conta.  1.2. A dominialidade do imóvel onde foi construído o terminal é do governo do Estado do Rio Grande do Norte ou da União?  Esclarecimento: A dominialidade da área do Terminal Pesqueiro Público de Natal, pertence à União, foi realizada em 12/12/2007 por meio de Termo de Entrega, RIP n° 176100496.500-2 SPU/MPOG-RN à antiga Secretaria Especial de Aquicultura e Pesca da Presidência da República.  1.3. Se for do governo do Estado, quando a dominialidade foi passada para a unidade federativa?  Esclarecimento: Respondido no item anterior.  1.4. Solicito cópia, em anexo, do mais recente relatório de fiscalização da obra realizada pelo Ministério Esclarecimento: Segue anexo cópia do último parecer técnico do fiscal do convênio 41/2010.  Sendo o que nos competia,  Coordenação Técnica GAB/SAP do MDIC  Eventual recurso deverá ser dirigido ao Secretário de Aquicultura e Pesca, no prazo de 10 dias, a contar do recebimento desta resposta ",1,1,False,False,head_tail_256_v1
