row_id,fold,y_true_id,y_pred_id,y_true,y_pred,prob_c1,prob_c234,prob_c5,correct,resp_text,duplicate_group_size,duplicate_num_labels,is_duplicate,is_conflicting_duplicate,experiment_id,threshold_1,threshold_2
5316,1,2,2,c5,c5,0.12012887,0.21772975,0.6621414,True," Bom dia, Ao cumprimentá-la cordialmente, informamos que os servidores da Universidade Federal do Acre, aderiram a greve nacional dos Técnicos administrativos em Educação a partir do dia 16 de novembro de 2017. Portanto enquanto os técnicos desta IES permacerem em greve não temos como atender as solicitações enviadas a este e-SIC. Por isso, pedimos por gentileza que assim que encerrar a greve dos técnicos administrativos em Educação, entre novamente com a solicitação por este e-SIC, pois estaremos a disposição para atendê-lo normalmente no âmbito desta IES. No mais, agradecemos sua compreensão e continuamos ao seu dispor. Equipe SIC/UFAC ",1,1,False,False,ordinal_thresholds_v1,-0.5000872611999512,0.818228006362915
5320,1,2,2,c5,c5,0.08616954,0.17440808,0.7394224,True," Prezado Senhor, Informo que o DNPM não atende demanda da Petrobrás, bem como após busca ficou evidenciado que as numerações citadas não são referente ao DNPM. Atenciosamente, SIC/DNPM ",1,1,False,False,ordinal_thresholds_v1,-0.5000872611999512,0.818228006362915
5335,1,1,2,c234,c5,0.080646574,0.16643137,0.75292206,False," Prezado cidadão,  Em atendimento a sua solicitação, informamos que o texto em questão encontra-se na publicação do DOU-Diário Oficial da União do dia 28/10/92, Seção 1, Página 11795.   Atenciosamente,  Serviço de Informação ao Cidadão Ministério das Relações Exteriores ",1,1,False,False,ordinal_thresholds_v1,-0.5000872611999512,0.818228006362915
5338,1,2,2,c5,c5,0.11616111,0.21323061,0.6706083,True," Prezada Cidadã,  Em atenção ao seu pedido de acesso à informação registrado no e-SIC, encaminhamos abaixo  resposta elaborada pela unidades competente da UFBA.  Segue Quadro de Referência dos Servidores Técnico-Administrativos mais atualizado disponível, mês base: Janeiro/2017. Link: https://prodep.ufba.br/sites/prodep.ufba.br/files/QRSTA.pdf  Caso entenda que o órgão não concedeu a informação solicitada, pode-se realizar reclamação e, posteriormente, interpor  recurso junto à CGU.   Atenciosamente,  Serviço de Informação ao Cidadão - SIC/UFBA ",1,1,False,False,ordinal_thresholds_v1,-0.5000872611999512,0.818228006362915
5345,1,0,2,c1,c5,0.31341982,0.31703758,0.3695426,False, Prezado Senhor.  ,12,3,True,True,ordinal_thresholds_v1,-0.5000872611999512,0.818228006362915
5348,1,2,2,c5,c5,0.3092323,0.31666324,0.37410447,True," Prezado Rodolfo Rodrigo Santos Feitosa,  Em atendimento à sua solicitação, a Pró-Reitoria de Ensino do IFRN informou que no momento todas as vagas disponíveis para o cargo de Professor EBTT - Área de Sociologia estão destinadas a concurso público com edital em aberto, conforme link abaixo:  http://portal.ifrn.edu.br/servidores/concursos/2016/edital-22-2016-concurso-publico-para-professor  Lembramos que esta resposta poderá ser passível de recurso, caso esteja enquadrada no que diz a lei a respeito desta possibilidade: Conforme a Lei Nº 12.527, de 18 de novembro de 2011, : ""Seção II Dos Recursos Art. 15. No caso de indeferimento de acesso a informações ou às razões da negativa do acesso, poderá o interessado interpor recurso contra a decisão no prazo de 10 (dez) dias a contar da sua ciência. Parágrafo único. O recurso será dirigido à autoridade hierarquicamente superior à que exarou a decisão impugnada, que deverá se manifestar no prazo de 5 (cinco) dias. Art. 16. Negado o acesso a informação pelos órgãos ou entidades do Poder Executivo Federal, o requerente poderá recorrer à Controladoria-Geral da União, que deliberará no prazo de 5 (cinco) dias se: I - o acesso à informação não classificada como sigilosa for negado, II - a decisão de negativa de acesso à informação total ou parcialmente classificada como sigilosa não indicar a autoridade classificadora ou a hierarquicamente superior a quem possa ser dirigido pedido de acesso ou desclassificação, III - os procedimentos de classificação de informação sigilosa estabelecidos nesta Lei não tiverem sido observados, e IV - estiverem sendo descumpridos prazos ou outros procedimentos previstos nesta Lei. § 1o O recurso previsto neste artigo somente poderá ser dirigido à Controladoria-Geral da União depois de submetido à apreciação de pelo menos uma autoridade hierarquicamente superior àquela que exarou a decisão impugnada, que deliberará no prazo de 5 (cinco) dias. § 2o Verificada a procedência das razões do recurso, a Controladoria-Geral da União determinará ao órgão ou entidade que adote as providências necessárias para dar cumprimento ao disposto nesta Lei. § 3o Negado o acesso à informação pela Controladoria-Geral da União, poderá ser interposto recurso à Comissão Mista de Reavaliação de Informações, a que se refere o art. 35. Art. 17. No caso de indeferimento de pedido de desclassificação de informação protocolado em órgão da administração pública federal, poderá o requerente recorrer ao Ministro de Estado da área, sem prejuízo das competências da Comissão Mista de Reavaliação de Informações, previstas no art. 35, e do disposto no art. 16. § 1o O recurso previsto neste artigo somente poderá ser dirigido às autoridades mencionadas depois de submetido à apreciação de pelo menos uma autoridade hierarquicamente superior à autoridade que exarou a decisão impugnada e, no caso das Forças Armadas, ao respectivo Comando. § 2o Indeferido o recurso previsto no caput que tenha como objeto a desclassificação de informação secreta ou ultrassecreta, caberá recurso à Comissão Mista de Reavaliação de Informações prevista no art. 35. Art. 18. Os procedimentos de revisão de decisões denegatórias proferidas no recurso previsto no art. 15 e de revisão de classificação de documentos sigilosos serão objeto de regulamentação própria dos Poderes Legislativo e Judiciário e do Ministério Público, em seus respectivos âmbitos, assegurado ao solicitante, em qualquer caso, o direito de ser informado sobre o andamento de seu pedido. Art. 19. (VETADO). § 1o (VETADO). § 2o Os órgãos do Poder Judiciário e do Ministério Público informarão ao Conselho Nacional de Justiça e ao Conselho Nacional do Ministério Público, respectivamente, as decisões que, em grau de recurso, negarem acesso a informações de interesse público. Art. 20. Aplica-se subsidiariamente, no que couber, a Lei no 9.784, de 29 de janeiro de 1999, ao procedimento de que trata este Capítulo. "" Ou ainda, conforme o Decreto Nº 7.724 de 16 de maio de 2012: ""Seção IV Dos Recursos Art. 21. No caso de negativa de acesso à informação ou de não fornecimento das razões da negativa do acesso, poderá o requerente apresentar recurso no prazo de dez dias, contado da ciência da decisão, à autoridade hierarquicamente superior à que adotou a decisão, que deverá apreciá-lo no prazo de cinco dias, contado da sua apresentação. Parágrafo único. Desprovido o recurso de que trata o caput, poderá o requerente apresentar recurso no prazo de dez dias, contado da ciência da decisão, à autoridade máxima do órgão ou entidade, que deverá se manifestar em cinco dias contados do recebimento do recurso. Art. 22. No caso de omissão de resposta ao pedido de acesso à informação, o requerente poderá apresentar reclamação no prazo de dez dias à autoridade de monitoramento de que trata o art. 40 da Lei no 12.527, de 2011, que deverá se manifestar no prazo de cinco dias, contado do recebimento da reclamação. § 1o O prazo para apresentar reclamação começará trinta dias após a apresentação do pedido. § 2o A autoridade máxima do órgão ou entidade poderá designar outra autoridade que lhe seja diretamente subordinada como responsável pelo recebimento e apreciação da reclamação. Art. 23. Desprovido o recurso de que trata o parágrafo único do art. 21 ou infrutífera a reclamação de que trata o art. 22, poderá o requerente apresentar recurso no prazo de dez dias, contado da ciência da decisão, à Controladoria-Geral da União, que deverá se manifestar no prazo de cinco dias, contado do recebimento do recurso. § 1o A Controladoria-Geral da União poderá determinar que o órgão ou entidade preste esclarecimentos. § 2o Provido o recurso, a Controladoria-Geral da União fixará prazo para o cumprimento da decisão pelo órgão ou entidade. Art. 24. No caso de negativa de acesso à informação, ou às razões da negativa do acesso de que trata o caput do art. 21, desprovido o recurso pela Controladoria-Geral da União, o requerente poderá apresentar, no prazo de dez dias, contado da ciência da decisão, recurso à Comissão Mista de Reavaliação de Informações, observados os procedimentos previstos no Capítulo VI.""   Agradecemos o contato e nos colocamos à disposição para o esclarecimento de quaisquer dúvidas.   Att, Alberto Medeiros SIC | IFRN (84) 4005-0758 sic@ifrn.edu.br ",1,1,False,False,ordinal_thresholds_v1,-0.5000872611999512,0.818228006362915
5352,1,0,0,c1,c1,0.44703782,0.3042456,0.2487166,True," Prezado Sr. Gustavo, conforme informado anteriormente, a Gerência de Desenvolvimento de Pessoal (GDP) da Pró-reitoria de Desenvolvimento Institucional ainda está em trâmite de compilação dos dados solicitados, que estão alocados nos câmpus de origem dos processos.  Assim, a GDP se compromete a encaminhar ao senhor até 28/04/2017 os dados solicitados, em formato pdf, através de seu email cadastrado neste protocolo.   O Serviço de Informação ao Cidadão irá acompanhar a finalização deste protocolo na modalidade de envio citada acima.  Atenciosamente,  SIC/IFSP ",1,1,False,False,ordinal_thresholds_v1,-0.5000872611999512,0.818228006362915
5356,1,1,0,c234,c1,0.51805854,0.28263348,0.199308,False," Prezado (a) Cidadão (ã),     1.Conforme solicitação através do E-SIC, site CGU, informamos que:     1.1. Conforme artigo art. 173, § 1º, inciso II da Constituição Federal - que dispões às empresas públicas à sujeição ao regime jurídico próprio das empresas privadas, inclusive quanto aos direitos e obrigações civis, comerciais, trabalhistas e tributários - informamos que os contratos de patrocínio são documentos sigilosos que revelam a estratégia comercial tanto da CAIXA quanto dos clubes patrocinados, por isso, não estão disponíveis para consulta. Cabe ressaltar que os patrocínios aos clubes de futebol seguem os trâmites normais dos processos CAIXA, que são regidos pela legislação pertinente e Manual Normativo Interno. Destacamos que a possibilidade de celebração de ações de patrocínio alinha-se a prerrogativa que a CAIXA detém para divulgação de sua imagem, marca, produtos e serviços, programas sociais e de bens culturais e históricos da CAIXA, junto a segmento de público identificado como de interesse mercadológico, financeiro/negocial ou institucional.    2. Por fim, agradecemos o contato e esclarecemos que a CAIXA, na página www.caixa.gov.br/acessoainformacao, disponibiliza as informações corporativas em atendimento à Lei 12.527/2011.     3. Informamos que a CAIXA mantém SAC para informações, reclamações, cancelamentos, sugestões, serviços e elogios, com atendimento 24 horas por dia 07 dias por semana, pelo DDG 0800 726 0101 e para reclamações não solucionadas no SAC ou denúncias, a CAIXA mantém canal de Ouvidoria com atendimento de segunda a sexta-feira, das 08 às 18 horas, pelo DDG 0800 725 7474.    4. A CAIXA coloca-se à disposição através de seus canais de atendimento.     Atenciosamente,    CAIXA - Serviço de Informações ao Cidadão ",8,1,True,False,ordinal_thresholds_v1,-0.5000872611999512,0.818228006362915
5357,1,1,2,c234,c5,0.20769638,0.28717685,0.5051268,False," Prezado(a) senhor(a), esclarecemos que a Susep não faz registro de ""convênio pet"". Na verdade, o tipo de serviço apresentado caracteriza-se com um produto de seguro do ramo ANIMAIS, regulamentado pela CIRCULAR SUSEP - 571 de 22 de junho de 2018, acessível na seção ATOS NORMATIVOS de nosso site www.susep.gov.br. Tal produto somente pode ser comercializado por Sociedades Seguradoras devidamente autorizadas pela Susep a operar. Seguem, abaixo, as normas a serem observadas sobre a constituição de Sociedade Seguradora. Lei 6.404/76, Decreto-Lei 73/66 e Decreto 60.459/67. Resoluções CNSP: 321/2015, 330/2015, 143/2005, 168/2007 e 356/2017 Circulares SUSEP: 517/2015, 249/2004, 526/2016, 311/2005 e 344/2007 As Resoluções do CNSP e as Circulares da SUSEP podem ser consultadas em nosso sítio eletrônico (www.susep.gov.br), no link ATOS NORMATIVOS. Outras informações e orientações estão disponíveis no seguinte endereço eletrônico: http://www.susep.gov.br/setores-susep/cgrat/setores-susep/cgrat/circular260/constituicao-transformacao-de-sociedade Ressaltamos que requerimento que tenha por objetivo a obtenção de manifestação técnica e/ou jurídica acerca de dispositivos de legislação e normas que regem os mercados de seguro, de resseguro, de capitalização e de previdência complementar aberta deve ser formulado nos termos da Deliberação SUSEP nº 183/2016, acessível em www.susep.gov.br, no link ""Atos Normativos"". Atenciosamente, SIC Susep ",1,1,False,False,ordinal_thresholds_v1,-0.5000872611999512,0.818228006362915
5359,1,0,0,c1,c1,0.3720488,0.31683838,0.31111282,True," Prezado Senhor,   Em atenção ao seu pedido de acesso à informação, encaminhamos arquivo anexo com a resposta elaborada pela Unidade competente deste Ministério.    Registre-se que, no caso de negativa de acesso à informação ou de não fornecimento das razões da negativa do acesso, poderá ser apresentado recurso no prazo de dez dias, contado da ciência da decisão, à autoridade hierarquicamente superior à que adotou a decisão, que deverá apreciá-lo no prazo de cinco dias, contado da sua apresentação.   Atenciosamente,  Serviço de Informação ao Cidadão -SIC/MJ  (61) 2025-3949 ",1,1,False,False,ordinal_thresholds_v1,-0.5000872611999512,0.818228006362915
5378,1,1,2,c234,c5,0.21933752,0.2929891,0.48767337,False," Prezado Senhor,  A Secretaria de Inclusão Social e Produtiva disponibiliza, em anexo, a resposta ao seu pedido de acesso à informação.  Atenciosamente,  Serviço de Informação ao Cidadão (SIC) Coordenação-Geral  da Ouvidoria Social Secretaria Executiva Ministério do Desenvolvimento Social e Agrário Esplanada dos Ministérios, Bl. C, sala T-21 ",1,1,False,False,ordinal_thresholds_v1,-0.5000872611999512,0.818228006362915
5383,1,0,0,c1,c1,0.61508787,0.24148464,0.14342749,True," Prezada Gisele,    Pedimos por gentileza que faça uma nova solicitação com um novo número de protocolo, informando quais os distritos de São Paulo que constitui a zona leste para que possamos gerar as informações.    Atenciosamente,  Equipe de Atendimento ",1,1,False,False,ordinal_thresholds_v1,-0.5000872611999512,0.818228006362915
5384,1,1,0,c234,c1,0.43098533,0.3080606,0.26095408,False," Prezado Cidadão, Temos a esclarecer que recebemos o retorno do seu pedido de informação via formulário de resposta, datado de 16/05/2016, encaminhado pela  Coordenação de Fauna Silvestre - Cofau  Atenciosamente,  SIC  Serviço de Informação ao Cidadão do Ibama SCEN  Setor de Clubes Esportivos Norte  Trecho 02 Ed. Sede do Ibama Bloco: I CEP: 70.818-900 - Brasília -DF  sic@ibama.gov.br ",1,1,False,False,ordinal_thresholds_v1,-0.5000872611999512,0.818228006362915
5393,1,0,2,c1,c5,0.23917156,0.3010247,0.45980373,False," Senhor,  conforme os dados cadastrados na Susep a ASSURANT SEGURADORA S.A., possui o CNPJ nº 03.823.704/0001-52.  O CNPJ 04613348/0001-05 pertence à ASSURANT DIRETA CORRETORA DE SEGUROS LTDA.  Atenciosamente, SIC Susep ",1,1,False,False,ordinal_thresholds_v1,-0.5000872611999512,0.818228006362915
5398,1,2,0,c5,c1,0.38444984,0.3156254,0.29992476,False," Prezada senhora.               Cumprimentando-a cordialmente, em atendimento ao solicitado, informamos que por meio da qual solicita-se os dados de terras indígenas reivindicadas, cumpre informar o que segue.               O mapa do Brasil contendo a localização das Terras Indígenas devidamente georreferenciadas e atualizadas, está disponibilizado no endereço eletrônico http://www.funai.gov.br/index.php/servicos/geoprocessamento, os dados georreferenciados são  disponibilizados para o público em geral encontra-se nos seguintes endereços eletrônico: -em formato shape file: http://www.funai.gov.br/index.php/shape, -em Pdf para vizualização: http://mapas2.funai.gov.br/portal_mapas/pdf/terra_indigena.pdf, -em formato Kml para utilização no software Google earth:  http://www.funai.gov.br/index.php/2013-11-06-16-22-33 e,  -em http://geoserver.funai.gov.br/geoserver/web/ link para conexões com softwares SIG. Para consultas individuais: http://www.funai.gov.br/index.php/indios-no-brasil/terras-indigenas.             Bem como, informações acerca da etnia e situação fundiária das Terras Indígenas em todo o Brasil poderão ser consultadas no site www.funai.gov.br.            Cabe destacar que os dados relativos à reivindicações ou referentes às Terras Indígenas cujos estudos de identificação e delimitação encontram-se em curso estão resguardados pela Funai, conforme salvaguarda o § 3º art. 7º da Lei nº 12.527/2011 (lei de acesso à informação), ""o direito de acesso aos documentos ou às informações neles contidas utilizadas como fundamento da tomada de decisão e do ato administrativo será assegurado com a edição do ato decisório respectivo"". Tal entendimento encontra-se em consonância com o exarado pelo Exmo. Ministro Presidente do Supremo Tribunal Federal na SL 767 que, in verbis, decidiu:   ""Para a Funai, a restrição se dá amparada no § 3º do art. 7º da Lei 12.527/2011 (...) A razão para a restrição do acesso  consiste, portanto, no fato de que tais documentos contêm informações e opiniões que  ainda não foram aprovadas pela Presidência da Funai, circunstância indicativa de que não há garantia absoluta de que todas as proposições lá contidas serão adotadas pela deliberação final da autoridade máxima daquela fundação. Entendo que essa razão é suficiente para justificar a restrição de acesso  àqueles documentos, dada a necessidade de preservar a atuação administrativa do órgão indigenista. Aplica-se, aqui, o inc. I do art. 155 do CPC.""             Dessa forma, esclarecemos que o relatório circunstanciado, o mapa de delimitação e o memorial descritivo dessas terras indígenas serão tornados públicos após a conclusão de todas as etapas dos estudos de campo e de gabinete, com a devida aprovação do trabalho pela Presidência da Funai, mediante a publicação dos resumos dos relatórios circunstanciados no Diário Oficial da União e das unidades federadas onde as Terras Indígenas se localizam. A publicação dos resumos, acompanhadas dos mapas e memoriais descritivos serão encaminhadas às prefeituras municipais de situação do imóvel para afixação em locais de fácil visualização, para efeito do contraditório e da ampla defesa, conforme determina a legislação vigente (o Art. 231 da Constituição federal, o Decreto n.º 1775/96, e a Portaria n.º 14/MJ/96).               Por fim, esclarecemos que, conforme o disposto na Lei nº 12.527/11, no caso de negativa de acesso à informação ou de não fornecimento das razões da negativa do acesso, a requerente pode apresentar Recurso em 1ª instância, que será encaminhado à autoridade hierarquicamente superior à que adotou a decisão (na Funai, o Diretor ao qual a Coordenação que emitiu a resposta é subordinada) que deverá apreciá-lo no prazo de cinco dias, contados da sua apresentação. O Recurso em 2ª instância será apreciado pelo Presidente da Funai.    Atenciosamente, SIC/Couvid/Ouvi ",1,1,False,False,ordinal_thresholds_v1,-0.5000872611999512,0.818228006362915
5406,1,0,2,c1,c5,0.14928317,0.24678504,0.6039318,False," Prezado Senhor,   Em atendimento ao NUP 23480006334201955, encaminhamos em anexo o parecer da Coordenação de Análise de Processos da Pró-Reitoria de Gestão de Pessoas e Qualidade de Vida.   Atenciosamente, Serviço de Informação ao Cidadão Universidade Federal de Pernambuco   Eventuais recursos devem ser dirigidos à autoridade hierarquicamente superior à que adotou a decisão, no prazo de 10 (dez) dias, contados da ciência da decisão (Art. 21 Decreto 7.724/2012).  Nesse caso, deve-se clicar no botão correspondente no sistema e-SIC e apresentar as razões do recurso. Informamos que novos questionamentos devem ser objeto de novo pedido de informação. ",1,1,False,False,ordinal_thresholds_v1,-0.5000872611999512,0.818228006362915
5408,1,0,0,c1,c1,0.43758315,0.30651572,0.25590113,True," Prezado Cidadão, Temos a esclarecer que recebemos o retorno do seu pedido de informação via formulário de resposta, datado de 31/05/2016, encaminhado pela  Diretoria de Qualidade Ambiental - Diqua   Atenciosamente,  SIC  Serviço de Informação ao Cidadão do Ibama SCEN  Setor de Clubes Esportivos Norte  Trecho 02 Ed. Sede do Ibama Bloco: I CEP: 70.818-900 - Brasília -DF  sic@ibama.gov.br ",1,1,False,False,ordinal_thresholds_v1,-0.5000872611999512,0.818228006362915
5411,1,2,0,c5,c1,0.3634209,0.3174577,0.3191214,False," Boa tarde.  Em resposta a solicitação de informação protocolada através do sistema e-SIC, anexo, segue informações, proveniente da Coordenadoria de Programação Orçamentária - CPO/UFAL.  Abaixo, segue observação quanto a resposta, emitida pela CPO/PROGINST:  "" Segue informação solicitada, afirmando que não há como distinguir quanto do REUNI foi aplicado, especificamente, para o IC. Isto porque o recurso do REUNI foi mias utilizado em obras e as compras de material eram feitas em caráter global, apenas a distribuição era feita por unidade acadêmica. Vale salientar que a ação de REESTRUTURAÇÃO presente no relatório foi também utilizada para envio de emendas parlamentares e, posteriormente, para matriz de consolidação para funcionamento da Universidade.""  Att. Equipe SIC/UFAL. ",1,1,False,False,ordinal_thresholds_v1,-0.5000872611999512,0.818228006362915
5422,1,1,2,c234,c5,0.27963173,0.31226844,0.40809983,False," Prezada Senhora Solicitante, Informamos que vosso pedido de informação foi encaminhado ao departamento juridico da empresa e a Comissão permanente de licitações que responderam:"" temos a manifestar que a CPL, não possui regulamento proprio de licitações e contratos, e que as leis 8666/1993, 10.520/2002, decretos 3555/2000, 5450/2002, 7892/2013,8538/2015, LC 101/2000 entre outras legislaçoes esparsas é que regem os procediemntos adotados.""  Informamos também que a empresa iniciou processo de adequação à Lei  que tratará das normativas previstas na lei 13.303/16. Sem mais, Atenciosamente, SIC/CEASAMINAS ",1,1,False,False,ordinal_thresholds_v1,-0.5000872611999512,0.818228006362915
5423,1,1,0,c234,c1,0.48498982,0.2936595,0.22135067,False," Prezada Senhora,  Para acompanhamento de sua solicitação de recurso e/ou defesa, orienta-se que entre em contato diretamente com o setor do DNIT responsável por multas por meio dos telefones: 0800611535 (61) 3315-8080, (61) 3315-8239 e (61) 3315-4559 ou pelo link: http://infracoes.dnit.gov.br/dnitcidadao/login   Atenciosamente,  Regina Ribeiro SIC/DNIT ",1,1,False,False,ordinal_thresholds_v1,-0.5000872611999512,0.818228006362915
5426,1,2,2,c5,c5,0.22034252,0.29344794,0.48620954,True," Senhor,  O Serviço de Informações ao Cidadão  SIC do Ministério da Integração Nacional informa que, com base nas informações da Secretaria de Infraestrutura Hídrica, a retomada das obras do Eixo Norte do canal da Transposição do Rio São Francisco será atendida após 12 meses da liberação da Ordem de Serviço da Meta 1 Norte, no entanto a licitação deste trecho encontra-se sub judice e somente após decisão jurídica é que será possível prever uma possível data de conclusão.  Atenciosamente,  Serviço de Informação ao Cidadão  SIC Ministério da Integração Nacional 0800 61 0021 http://www.mi.gov.br/acesso-a-informacao ",1,1,False,False,ordinal_thresholds_v1,-0.5000872611999512,0.818228006362915
5428,1,0,2,c1,c5,0.21584618,0.29123342,0.4929204,False," Prezada Usuária,     Os horários de partida dos trens da estação Jaraguá sentido estação Mutange são: 06h05, 07h28, 08h25, 09h, 10h, 11h25, 12h16, 13h45, 15h10, 16h01, 17h10, 17h50, 18h20 e 19h   Já os horários de partida dos trens da estação Mutange sentido estação Jaraguá são: 05h40, 06h34, 07h30, 08h, 08h33, 09h34, 12h20, 13h11, 14h40, 16h05, 17h23, 17h54   Os horários podem ser consultados acessando o seguinte link: https://www.cbtu.gov.br/index.php/pt/horarios-maceio-uteis   Além disso, disponibilizamos os horários em todas as estações.     Ficamos a disposição para eventuais dúvidas.   Atenciosamente,   Gestor SIC - CBTU ",1,1,False,False,ordinal_thresholds_v1,-0.5000872611999512,0.818228006362915
5433,1,2,2,c5,c5,0.17286891,0.26567578,0.5614553,True, Segue anexo informação conforme solicitado. ,1,1,False,False,ordinal_thresholds_v1,-0.5000872611999512,0.818228006362915
5438,1,0,0,c1,c1,0.62566686,0.23633666,0.13799648,True," Prezado,  Informamos que o empregado foi destituído da função gerencial em 28/02/2017, tendo entrado com o pedido de incorporação na competência de 03/2017 e incorporado a gratificação de função de confiança na competência de 03/2017.  Esclarecemos que todos os empregados que obtiveram a incorporação administrativa da Gratificação de Função de Confiança  GFC (Norma GP 085), tiveram a sua situação analisada à luz dos termos da norma que regulamenta o assunto.   Em relação aos demais questionamentos, por se tratarem de uma consulta e não de um pedido de acesso à informação, informamos o não atendimento da solicitação.   Por fim, informamos que, se desejar, o senhor poderá interpor recurso, no prazo de 10 dias, conforme disposto na Lei nº 12.527/2011, art. 15, e no Decreto nº 7.724/2012, art. 21.   Serviço de Informação ao Cidadão  SERPRO (SIC/SERPRO) (61) 2021-8378 sic@serpro.gov.br ",1,1,False,False,ordinal_thresholds_v1,-0.5000872611999512,0.818228006362915
5441,1,1,0,c234,c1,0.350088,0.31803483,0.33187717,False," Boa tarde Vinícius,  A UFSCar não tem competência para responder sobre esse assunto. Acreditamos ter havido um engano no momento em que você preencheu o cadastro no e-SIC e acabou selecionando a instituição errada. Lembrando que no campo ""Órgão vinculado"" você deve selecionar a Instituição para a qual deseja enviar a solicitação de informação.  Estamos à disposição. Atenciosamente, Secretaria de Planejamento - UFSCar Responsável pelo SIC. ",1,1,False,False,ordinal_thresholds_v1,-0.5000872611999512,0.818228006362915
5442,1,1,0,c234,c1,0.51440036,0.2839437,0.20165595,False," Prezado Senhor,  O setor responsável nos encaminhou a seguinte informação:  ""As vagas do cargo de Técnico de Laboratório/Área não são discriminadas por área de atuação, cabendo à gestão da Universidade proceder a sua definição, em acordo com as demandas dos Laboratórios das Unidades.""  -------------------- * Conforme o disposto no artigo 15 da Lei 12.527/2011, informamos que o(a) interessado(a) poderá interpor recurso contra a decisão no prazo de 10 (dez) dias, a contar da sua ciência.  Att.  SIC ",1,1,False,False,ordinal_thresholds_v1,-0.5000872611999512,0.818228006362915
5446,1,2,2,c5,c5,0.2509128,0.3050047,0.44408253,True," Prezado(a) Senhor(a),     Em atendimento ao pedido de informação registrado sob o protocolo nº 23480-014958/2017-84 Segue a resposta elaborada pela unidade responsável:  Atendendo a solicitação, estamos encaminhando em anexo um arquivo em Excel, contendo as matrículas, concluintes, ingressos, matrículas trancadas, matrículas desvinculadas, alunos transferidos para outros cursos na mesma IES e alunos falecidos, dos cursos de graduação e sequenciais  presenciais e a distância, em DIREITO, oferecidos pelas Instituições de Educação Superior do Brasil, por sexo, segundo o nível / modalidade de ensino e unidade da federação - Censo de 2000 a 2015. Favor selecionar os dados desejados.   Quando for negado o pedido de acesso à informação, o Decreto nº 7.724, de 16 de maio de 2012, estabelece que se resguarda ao interessado a possibilidade de apresentar recurso, no prazo de 10 (dez) dias. Em relação à presente demanda, o recurso será direcionado a DIRETORIA DE ESTATÍSTICAS EDUCACIONAIS  DEED do Inep.    Atenciosamente,  Serviço de Informação ao Cidadão  SIC-Inep Ouvidoria do Instituto Nacional de Estudos e Pesquisas Educacionais Anísio Teixeira Setor de Indústrias Gráficas, quadra 04, lote 327 Edifício Villa Lobos  Sede do Inep, térreo CEP: 70610-908  Brasília/DF e-SIC: http://www.acessoainformacao.gov.br/sistema/ ",1,1,False,False,ordinal_thresholds_v1,-0.5000872611999512,0.818228006362915
5474,1,1,2,c234,c5,0.32541335,0.3178039,0.35678276,False," Prezado, Recebemos seu pedido de acesso à informação por meio do Serviço de Informações ao Cidadão (SIC n° 25820.005156/2016-20), com a seguinte solicitação: ""Dados necessários para a pesquisa: Número de vidas de cada operadora de saúde, faixa etária dos conveniados, Distribuição geográfica, por bairros da região metropolitana de belo horizonte, das vidas conveniadas de cada operadora."" Seguem planilhas em anexo, com as informações divididas da seguinte forma: Planilha 1: n° de beneficiários por OPS por faixa etária no Brasil. Planilha 2: n° de beneficiários por OPS, por faixa etária e por bairro de Belo Horizonte. Planilha 3: n° de beneficiários por OPS, por faixa etária e por bairro das outras cidades da região metropolitana de Belo Horizonte. Cabe ainda informar que V. Sª. tem o direito de apresentar recurso à presente resposta, no prazo de 10 (dez) dias, a contar do recebimento desta, o qual será apreciado pela Diretora-Adjunta da DIDES, Sra. Michelle Mello de Souza, nos termos do art. 15 da Lei n° 12.527/2011 c/c art. 21 do Decreto n° 7.724/2012. Atenciosamente,  Equipe SIC/ANS ",1,1,False,False,ordinal_thresholds_v1,-0.5000872611999512,0.818228006362915
