row_id,fold,y_true_id,y_pred_id_v2,y_pred_id_norberto,pred_bert512,pred_soft256,pred_svc_word_char,pred_baseline,pred_ordinal256_corrected,prob_c1,prob_c234,prob_c5,vote_pattern,tie_leader_a,tie_leader_b,v3_targeted_tie,v3_changed_prediction,y_pred_id_v3,y_pred_v3,correct_v2,correct_v3
1542,4,2,2,2,2,2,2,2,2,0.1742318951785082,0.3402146003334839,0.4855535044880078,5-0-0,-1,-1,False,False,2,c5,True,True
1543,1,0,1,1,1,1,1,1,0,0.1961405731961272,0.5415614885964741,0.2622979382073985,4-1-0,-1,-1,False,False,1,c234,False,False
1544,4,2,2,2,2,2,2,2,1,0.3358786435950349,0.2737335814308713,0.3903877749740937,4-1-0,-1,-1,False,False,2,c5,True,True
1545,1,0,0,0,0,0,0,0,0,0.6021722733578255,0.1850473858692578,0.2127803407729165,5-0-0,-1,-1,False,False,0,c1,True,True
1546,2,2,2,1,2,1,0,2,1,0.1697997906584473,0.483596509213468,0.3466037001280846,2-2-1,1,2,True,True,1,c234,True,False
1547,1,2,2,2,2,2,2,2,2,0.2444737255056603,0.2888703461424736,0.4666559283518661,5-0-0,-1,-1,False,False,2,c5,True,True
1548,2,0,0,0,0,0,0,0,1,0.3906226746895811,0.3673369935673466,0.2420403317430722,4-1-0,-1,-1,False,False,0,c1,True,True
1549,4,2,1,0,1,0,1,1,1,0.4482937025429237,0.3813453669966594,0.1703609304604168,4-1-0,-1,-1,False,False,1,c234,False,False
1550,0,1,1,2,2,1,1,1,1,0.1226063139874331,0.3762276240012749,0.5011660620112919,4-1-0,-1,-1,False,False,1,c234,True,True
1551,0,1,2,2,2,2,2,2,2,0.0567173445264404,0.1664168989662339,0.7768657565073257,5-0-0,-1,-1,False,False,2,c5,False,False
1552,0,0,1,1,1,0,1,1,0,0.3496376581387634,0.4232649871135688,0.2270973547476677,3-2-0,-1,-1,False,False,1,c234,False,False
1553,2,0,0,0,0,0,0,0,1,0.4876336124782173,0.2769648219740671,0.2354015655477157,4-1-0,-1,-1,False,False,0,c1,True,True
1554,3,1,1,1,1,1,0,0,1,0.444894654025403,0.4678419336999939,0.087263412274603,3-2-0,-1,-1,False,False,1,c234,True,True
1555,0,2,2,2,2,2,2,2,2,0.1149637425242181,0.2403666880890098,0.6446695693867721,5-0-0,-1,-1,False,False,2,c5,True,True
1556,0,0,2,2,2,2,2,2,2,0.1850704085098354,0.2254833014177547,0.5894462900724098,5-0-0,-1,-1,False,False,2,c5,False,False
1557,2,2,2,2,2,2,2,2,2,0.0241835066565033,0.1919909434601442,0.7838255498833524,5-0-0,-1,-1,False,False,2,c5,True,True
1558,4,1,0,0,0,0,0,0,1,0.7548916894010141,0.1649192758889582,0.0801890347100275,4-1-0,-1,-1,False,False,0,c1,False,False
1559,4,2,2,2,1,2,2,2,1,0.2751555271104633,0.287389473083888,0.4374549998056486,3-2-0,-1,-1,False,False,2,c5,True,True
1560,4,1,2,2,2,2,1,1,2,0.2238495248609358,0.3575359014959456,0.4186145736431185,3-2-0,-1,-1,False,False,2,c5,False,False
1561,3,2,2,0,0,2,2,2,1,0.4117305532172597,0.2449269391858065,0.3433425075969338,3-1-1,-1,-1,False,False,2,c5,True,True
1562,0,2,1,0,1,1,2,2,1,0.3967176028649764,0.3501341099969451,0.2531482871380784,3-2-0,-1,-1,False,False,1,c234,False,False
1563,3,0,2,2,2,2,1,1,2,0.08759208095726,0.3999123033014968,0.5124956157412431,3-2-0,-1,-1,False,False,2,c5,False,False
1564,2,2,2,1,2,1,2,2,2,0.1839118354795212,0.4147553837302433,0.4013327807902354,4-1-0,-1,-1,False,False,2,c5,True,True
1565,0,2,2,2,2,2,0,1,1,0.1020267173471432,0.2297454080492596,0.6682278746035972,2-2-1,1,2,True,False,2,c5,True,True
1566,1,2,2,2,2,2,2,2,2,0.1477722232899436,0.2267328931187311,0.6254948835913252,5-0-0,-1,-1,False,False,2,c5,True,True
1567,3,0,1,1,1,1,2,1,1,0.2560837961200649,0.4436088457381492,0.3003073581417858,4-1-0,-1,-1,False,False,1,c234,False,False
1568,2,1,2,2,2,2,2,2,2,0.0593258638639417,0.2722516995470393,0.6684224365890188,5-0-0,-1,-1,False,False,2,c5,False,False
1569,3,2,1,1,0,0,1,1,1,0.3298124583131768,0.4036509631572083,0.2665365785296149,3-2-0,-1,-1,False,False,1,c234,False,False
1570,2,2,2,0,2,2,2,2,1,0.4100886218739941,0.3202948377607119,0.269616540365294,4-1-0,-1,-1,False,False,2,c5,True,True
1571,0,2,2,2,2,2,1,1,2,0.0349370741869025,0.3451834126856319,0.6198795131274655,3-2-0,-1,-1,False,False,2,c5,True,True
1572,0,2,0,0,0,0,0,2,1,0.3638891510473586,0.3403432815656164,0.2957675673870251,3-1-1,-1,-1,False,False,0,c1,False,False
1573,2,2,1,1,1,1,1,1,1,0.2197602751325733,0.4906641835973226,0.2895755412701039,5-0-0,-1,-1,False,False,1,c234,False,False
1574,0,2,0,2,0,2,2,0,1,0.3575542374016897,0.201625312646148,0.4408204499521623,2-2-1,0,2,False,False,0,c1,False,False
1575,4,2,2,2,2,2,1,1,2,0.1028705809859932,0.252656604728859,0.6444728142851478,3-2-0,-1,-1,False,False,2,c5,True,True
1576,1,1,0,0,0,0,0,0,1,0.6295001846747751,0.2348253772692498,0.135674438055975,4-1-0,-1,-1,False,False,0,c1,False,False
1577,3,2,2,0,2,2,2,2,1,0.4090991764137189,0.2666836220009232,0.3242172015853576,4-1-0,-1,-1,False,False,2,c5,True,True
1578,1,0,2,2,2,2,2,2,2,0.1150450651669135,0.3417047190367833,0.5432502157963032,5-0-0,-1,-1,False,False,2,c5,False,False
1579,0,0,1,1,1,0,1,1,1,0.3166554130856164,0.3955539953656999,0.2877905915486837,4-1-0,-1,-1,False,False,1,c234,False,False
1580,0,2,2,2,2,2,2,2,2,0.1071703954079217,0.152543132482441,0.740286472109637,5-0-0,-1,-1,False,False,2,c5,True,True
1581,3,2,2,2,2,2,2,2,2,0.2165706922464238,0.3338992766248973,0.4495300311286787,5-0-0,-1,-1,False,False,2,c5,True,True
1582,3,2,2,2,2,2,2,2,2,0.0968757837745697,0.2391560102804878,0.6639682059449424,5-0-0,-1,-1,False,False,2,c5,True,True
1583,0,0,2,2,2,2,2,2,2,0.0800683234775114,0.3948805991827556,0.5250510773397329,5-0-0,-1,-1,False,False,2,c5,False,False
1584,2,1,2,2,2,2,2,2,2,0.1524083708915472,0.1729967058918629,0.6745949232165898,5-0-0,-1,-1,False,False,2,c5,False,False
1585,3,1,2,2,2,2,2,2,2,0.1165745484842561,0.4102766756457188,0.473148775870025,5-0-0,-1,-1,False,False,2,c5,False,False
1586,1,2,1,1,2,1,2,1,1,0.1189083990987166,0.5881524915958534,0.29293910930543,3-2-0,-1,-1,False,False,1,c234,False,False
1587,4,1,2,2,2,2,2,2,2,0.0075008064264817,0.1619876833952878,0.8305115101782305,5-0-0,-1,-1,False,False,2,c5,False,False
1588,3,2,2,2,2,2,2,2,1,0.1822660730754097,0.2887821615378353,0.5289517653867548,4-1-0,-1,-1,False,False,2,c5,True,True
1589,0,0,0,0,0,0,0,0,0,0.4903734211047046,0.2105982607256932,0.2990283181696021,5-0-0,-1,-1,False,False,0,c1,True,True
1590,1,1,1,1,1,1,2,1,1,0.3391085249161957,0.5072013573436317,0.1536901177401725,4-1-0,-1,-1,False,False,1,c234,True,True
1591,0,2,2,1,2,2,2,2,2,0.1277965297119046,0.4499913903477598,0.4222120799403355,5-0-0,-1,-1,False,False,2,c5,True,True
1592,1,1,1,1,1,1,2,2,1,0.2734763368373334,0.4855643282945802,0.2409593348680862,3-2-0,-1,-1,False,False,1,c234,True,True
1593,4,1,2,2,2,2,0,2,1,0.235083018196686,0.3393405415036488,0.4255764402996651,3-1-1,-1,-1,False,False,2,c5,False,False
1594,1,1,0,2,0,2,0,2,1,0.1478204081512967,0.2433579086289044,0.6088216832197988,2-2-1,0,2,False,False,0,c1,False,False
1595,1,1,1,1,1,0,2,1,0,0.3768129215756633,0.4107277045820427,0.2124593738422938,2-2-1,0,1,True,False,1,c234,True,True
1596,2,1,1,1,1,1,1,1,1,0.1333824976932388,0.6691537751418815,0.1974637271648798,5-0-0,-1,-1,False,False,1,c234,True,True
1597,3,1,2,2,2,2,2,2,2,0.0979143381001061,0.3753440212412912,0.5267416406586026,5-0-0,-1,-1,False,False,2,c5,False,False
1598,4,2,1,1,1,1,2,1,1,0.2861295924385736,0.4545659842740827,0.2593044232873436,4-1-0,-1,-1,False,False,1,c234,False,False
1599,4,2,2,2,2,2,1,2,2,0.3326108923138906,0.2720662440205272,0.395322863665582,4-1-0,-1,-1,False,False,2,c5,True,True
1600,4,2,2,2,1,2,2,2,1,0.2749953830676041,0.2875535646966896,0.4374510522357062,3-2-0,-1,-1,False,False,2,c5,True,True
1601,3,2,1,1,2,0,1,1,1,0.3349262293104947,0.3680817206132283,0.296992050076277,3-1-1,-1,-1,False,False,1,c234,False,False
1602,4,1,1,0,0,0,1,1,1,0.4304206271125897,0.413729406191257,0.1558499666961533,3-2-0,-1,-1,False,False,1,c234,True,True
1603,1,1,0,1,0,0,1,1,0,0.3746240428077692,0.4235341516183892,0.2018418055738415,3-2-0,-1,-1,False,False,0,c1,False,False
1604,2,0,1,1,1,1,0,0,1,0.3291612381789736,0.3841244780608497,0.2867142837601767,3-2-0,-1,-1,False,False,1,c234,False,False
1605,2,2,2,0,2,0,2,2,2,0.3726056523056902,0.3021092093260401,0.3252851383682696,4-1-0,-1,-1,False,False,2,c5,True,True
1606,4,0,2,2,2,2,2,2,1,0.3587698199216282,0.2655179176835506,0.3757122623948211,4-1-0,-1,-1,False,False,2,c5,False,False
1607,4,1,2,1,1,2,2,2,2,0.2669792309652281,0.4312129368307659,0.3018078322040059,4-1-0,-1,-1,False,False,2,c5,False,False
1608,1,0,0,0,0,0,0,0,0,0.6065019872660496,0.2871214424307115,0.1063765703032388,5-0-0,-1,-1,False,False,0,c1,True,True
1609,3,2,2,2,2,2,2,2,2,0.2036257282223607,0.1568703056656789,0.6395039661119603,5-0-0,-1,-1,False,False,2,c5,True,True
1610,1,0,2,2,2,2,2,0,1,0.3516106119255011,0.2814084188632054,0.3669809692112935,3-1-1,-1,-1,False,False,2,c5,False,False
1611,3,2,2,2,2,2,0,2,2,0.2934451475830838,0.3462274761486581,0.3603273762682579,4-1-0,-1,-1,False,False,2,c5,True,True
1612,0,0,2,2,2,2,2,2,2,0.240136904601564,0.2334315494547083,0.5264315459437275,5-0-0,-1,-1,False,False,2,c5,False,False
1613,1,0,0,1,1,0,0,0,0,0.3887543907425091,0.4039708354691902,0.2072747737883007,4-1-0,-1,-1,False,False,0,c1,True,True
1614,2,1,2,0,2,2,0,0,1,0.502218324917755,0.2679335593501841,0.2298481157320609,2-2-1,0,2,False,False,2,c5,False,False
1615,3,0,1,1,1,1,1,1,1,0.1634395200108788,0.6180201973464677,0.2185402826426533,5-0-0,-1,-1,False,False,1,c234,False,False
1616,3,1,1,0,0,1,1,2,1,0.5673162301207834,0.2950752326918216,0.1376085371873951,3-1-1,-1,-1,False,False,1,c234,True,True
1617,2,0,0,0,0,0,0,0,0,0.7707177673925715,0.1689738756626455,0.0603083569447829,5-0-0,-1,-1,False,False,0,c1,True,True
1618,1,1,1,1,1,0,1,1,0,0.2760489410883249,0.5707187504359117,0.1532323084757633,3-2-0,-1,-1,False,False,1,c234,True,True
1619,3,2,2,0,2,0,2,2,1,0.3628086703530445,0.3583192842990302,0.2788720453479252,3-1-1,-1,-1,False,False,2,c5,True,True
1620,1,1,2,2,2,2,2,2,2,0.1151262481116113,0.1830751132190943,0.7017986386692943,5-0-0,-1,-1,False,False,2,c5,False,False
1621,4,1,1,1,1,0,1,0,1,0.4170021639322256,0.4196575692081982,0.1633402668595761,3-2-0,-1,-1,False,False,1,c234,True,True
1622,3,2,1,1,0,1,1,2,1,0.3168261711824074,0.4771243246984366,0.2060495041191559,3-1-1,-1,-1,False,False,1,c234,False,False
1623,4,0,2,1,2,2,1,1,2,0.1819674703828751,0.4231903498900859,0.3948421797270389,3-2-0,-1,-1,False,False,2,c5,False,False
1624,0,0,1,0,1,2,0,0,1,0.427805077030704,0.2872848708886352,0.2849100520806608,2-2-1,0,1,True,True,0,c1,False,True
1625,0,2,2,2,2,2,2,2,2,0.0319512622856925,0.2140848287988157,0.7539639089154916,5-0-0,-1,-1,False,False,2,c5,True,True
1626,4,2,2,0,1,1,2,2,2,0.4903280996513843,0.3014193524110684,0.2082525479375472,3-2-0,-1,-1,False,False,2,c5,True,True
1627,3,2,0,0,1,0,1,0,0,0.5049113076649692,0.4049160090204953,0.0901726833145354,3-2-0,-1,-1,False,False,0,c1,False,False
1628,1,2,2,2,2,2,2,2,2,0.063229192262242,0.1619548925165555,0.7748159152212023,5-0-0,-1,-1,False,False,2,c5,True,True
1629,2,1,2,2,2,2,2,2,2,0.1283103623454174,0.1751655158452899,0.6965241218092925,5-0-0,-1,-1,False,False,2,c5,False,False
1630,1,2,1,2,1,1,0,0,2,0.1689088703190676,0.304810835236136,0.5262802944447964,2-2-1,0,1,True,False,1,c234,False,False
1631,1,0,0,0,0,0,0,0,0,0.5733415644669915,0.33894805719936,0.0877103783336485,5-0-0,-1,-1,False,False,0,c1,True,True
1632,0,1,0,0,0,0,0,0,0,0.6713976523864178,0.2552696844330455,0.0733326631805367,5-0-0,-1,-1,False,False,0,c1,False,False
1633,1,2,2,2,2,2,2,2,2,0.0203732502354353,0.2061144839601885,0.7735122658043762,5-0-0,-1,-1,False,False,2,c5,True,True
1634,1,2,2,2,2,2,2,2,2,0.2256655788353763,0.376583244845322,0.3977511763193015,5-0-0,-1,-1,False,False,2,c5,True,True
1635,4,1,1,2,1,2,1,2,1,0.18892245577851,0.3838765509432658,0.4272009932782242,3-2-0,-1,-1,False,False,1,c234,True,True
1636,2,2,2,2,2,2,0,0,2,0.2533699717996113,0.2744268508605512,0.4722031773398375,3-2-0,-1,-1,False,False,2,c5,True,True
1637,2,2,1,1,1,1,2,2,1,0.203632947641888,0.4468432083716448,0.349523843986467,3-2-0,-1,-1,False,False,1,c234,False,False
1638,4,2,2,2,2,2,2,2,2,0.0650911997851067,0.2768686667160723,0.658040133498821,5-0-0,-1,-1,False,False,2,c5,True,True
1639,2,0,0,0,0,0,0,0,0,0.5152905760973995,0.4186918223496089,0.0660176015529916,5-0-0,-1,-1,False,False,0,c1,True,True
1640,4,1,1,1,1,1,2,2,1,0.2535470915601453,0.4763556817101451,0.2700972267297096,3-2-0,-1,-1,False,False,1,c234,True,True
1641,1,2,2,1,1,2,2,2,2,0.247544415098717,0.402295029623136,0.3501605552781469,4-1-0,-1,-1,False,False,2,c5,True,True
1642,2,1,0,0,0,0,2,0,0,0.4347268051804498,0.3490144437807306,0.2162587510388194,4-1-0,-1,-1,False,False,0,c1,False,False
1643,4,1,0,0,0,0,0,0,0,0.64155164117341,0.2221206574294859,0.1363277013971042,5-0-0,-1,-1,False,False,0,c1,False,False
1644,1,0,2,0,2,2,0,0,1,0.5201145411145094,0.2088155658757836,0.2710698930097071,2-2-1,0,2,False,False,2,c5,False,False
1645,2,2,1,1,1,1,2,2,1,0.3018363665755864,0.4409958339709824,0.257167799453431,3-2-0,-1,-1,False,False,1,c234,False,False
1646,2,2,2,2,2,2,1,2,2,0.1730995554080073,0.3886362239852919,0.4382642206067007,4-1-0,-1,-1,False,False,2,c5,True,True
1647,0,2,1,2,1,0,1,1,1,0.2398135329221234,0.3409926620175955,0.419193805060281,4-1-0,-1,-1,False,False,1,c234,False,False
1648,0,0,2,1,2,2,2,2,1,0.3002100038908987,0.4012245739088432,0.298565422200258,4-1-0,-1,-1,False,False,2,c5,False,False
1649,2,0,1,1,1,1,1,1,1,0.0946090939204588,0.712164047863056,0.1932268582164852,5-0-0,-1,-1,False,False,1,c234,False,False
1650,1,2,2,2,2,2,2,2,2,0.0907128478886791,0.0872376932594052,0.8220494588519156,5-0-0,-1,-1,False,False,2,c5,True,True
1651,4,0,0,0,0,0,0,0,0,0.6247938551990787,0.2924063428162816,0.0827998019846396,5-0-0,-1,-1,False,False,0,c1,True,True
1652,2,1,2,1,2,2,2,1,2,0.1658699367478426,0.4515421894876941,0.3825878737644631,4-1-0,-1,-1,False,False,2,c5,False,False
1653,2,1,2,2,2,2,1,2,1,0.2056245802956867,0.3825428429172882,0.4118325767870252,3-2-0,-1,-1,False,False,2,c5,False,False
1654,2,2,2,2,2,2,2,2,1,0.226567285414892,0.3321578560784418,0.4412748585066661,4-1-0,-1,-1,False,False,2,c5,True,True
1655,1,2,0,0,0,0,0,0,0,0.4030511794298917,0.3612045467490129,0.2357442738210954,5-0-0,-1,-1,False,False,0,c1,False,False
1656,0,2,2,2,2,2,2,2,2,0.1185522070550123,0.134731393270595,0.7467163996743926,5-0-0,-1,-1,False,False,2,c5,True,True
1657,1,1,2,2,2,2,1,0,2,0.1683181168873671,0.3913513468497953,0.4403305362628375,3-1-1,-1,-1,False,False,2,c5,False,False
1658,4,1,1,1,2,1,0,0,1,0.3930901286609394,0.4580008096196516,0.1489090617194089,2-2-1,0,1,True,False,1,c234,True,True
1659,0,0,1,1,1,1,1,1,1,0.2621415028538802,0.5638304500477961,0.1740280470983237,5-0-0,-1,-1,False,False,1,c234,False,False
1660,0,0,0,0,0,0,0,0,0,0.7882235594640826,0.1383168931117842,0.0734595474241329,5-0-0,-1,-1,False,False,0,c1,True,True
1661,4,1,1,1,1,1,0,0,1,0.305783781307026,0.3953153002950004,0.2989009183979736,3-2-0,-1,-1,False,False,1,c234,True,True
1662,4,2,1,1,1,1,2,1,2,0.2091262420689604,0.4312521619124345,0.3596215960186051,3-2-0,-1,-1,False,False,1,c234,False,False
1663,4,1,2,2,2,2,2,2,2,0.1260959318813327,0.1212060754856677,0.7526979926329996,5-0-0,-1,-1,False,False,2,c5,False,False
1664,0,2,1,2,1,0,0,1,1,0.2726115770770007,0.2917563631500858,0.4356320597729134,3-2-0,-1,-1,False,False,1,c234,False,False
1665,0,1,2,0,2,2,1,2,1,0.3621005528491994,0.2932021706354821,0.3446972765153184,3-2-0,-1,-1,False,False,2,c5,False,False
1666,3,2,2,1,2,2,1,2,2,0.0904811484926587,0.4929728123007728,0.4165460392065686,4-1-0,-1,-1,False,False,2,c5,True,True
1667,2,0,1,1,1,1,2,2,1,0.2231544818181185,0.4339486572724205,0.3428968609094608,3-2-0,-1,-1,False,False,1,c234,False,False
1668,3,1,2,2,2,2,0,2,1,0.0680060428909494,0.2458276663042909,0.6861662908047595,3-1-1,-1,-1,False,False,2,c5,False,False
1669,3,1,2,1,2,2,2,2,2,0.1508876127488349,0.4730085186992326,0.3761038685519323,5-0-0,-1,-1,False,False,2,c5,False,False
1670,0,0,0,1,0,0,1,1,0,0.2163764779493935,0.4714572536964714,0.3121662683541349,3-2-0,-1,-1,False,False,0,c1,True,True
1671,0,0,0,0,0,0,2,2,1,0.3973890418348439,0.2056098021382852,0.3970011560268707,2-2-1,0,2,False,False,0,c1,True,True
1672,4,2,0,2,0,0,0,1,1,0.3059994442504098,0.3049553330985752,0.3890452226510147,3-2-0,-1,-1,False,False,0,c1,False,False
1673,0,1,2,1,1,1,2,2,2,0.1752815075000938,0.4717190286959654,0.3529994638039407,3-2-0,-1,-1,False,False,2,c5,False,False
1674,4,0,2,2,2,2,2,2,2,0.0941756479713785,0.3580278772589801,0.5477964747696412,5-0-0,-1,-1,False,False,2,c5,False,False
1675,4,2,2,2,2,2,2,2,2,0.002436655138497,0.0259989952900491,0.9715643495714538,5-0-0,-1,-1,False,False,2,c5,True,True
1676,4,0,0,0,0,0,0,1,0,0.5807372429305416,0.2788108950318769,0.1404518620375814,4-1-0,-1,-1,False,False,0,c1,True,True
1677,1,1,2,1,2,2,0,2,1,0.2311676835438002,0.5265706641452687,0.2422616523109311,3-1-1,-1,-1,False,False,2,c5,False,False
1678,3,1,1,1,1,2,1,2,1,0.3633962070274721,0.4308068018651034,0.2057969911074244,3-2-0,-1,-1,False,False,1,c234,True,True
1679,1,1,1,1,1,0,2,1,1,0.3827275292917905,0.4095804662751535,0.2076920044330558,3-1-1,-1,-1,False,False,1,c234,True,True
1680,2,2,0,1,0,0,0,0,1,0.3396371853794945,0.4480825843088967,0.2122802303116087,4-1-0,-1,-1,False,False,0,c1,False,False
1681,2,1,1,1,1,1,0,0,1,0.2856731718313863,0.3781322149092195,0.3361946132593941,3-2-0,-1,-1,False,False,1,c234,True,True
1682,4,2,2,2,2,2,2,2,2,0.0287595898554849,0.3147546786411372,0.6564857315033777,5-0-0,-1,-1,False,False,2,c5,True,True
1683,3,1,1,1,1,0,1,1,1,0.2600102118699596,0.6077234521809407,0.1322663359490996,4-1-0,-1,-1,False,False,1,c234,True,True
1684,4,0,2,2,2,2,2,2,2,0.0190558968215072,0.074362282952596,0.9065818202258968,5-0-0,-1,-1,False,False,2,c5,False,False
1685,3,0,2,0,2,1,1,0,2,0.4143243213304116,0.3736716862456405,0.2120039924239479,2-2-1,1,2,True,True,1,c234,False,False
1686,2,0,1,1,1,1,1,1,1,0.3165808295020949,0.4259150747739055,0.2575040957239994,5-0-0,-1,-1,False,False,1,c234,False,False
1687,3,1,1,1,2,1,1,1,1,0.2031442590772244,0.4355509036553334,0.361304837267442,4-1-0,-1,-1,False,False,1,c234,True,True
1688,2,0,1,1,1,0,1,1,0,0.4322153541216121,0.4835857522427275,0.0841988936356602,3-2-0,-1,-1,False,False,1,c234,False,False
1689,0,0,1,1,1,1,1,1,1,0.3374277118042788,0.3514345888156746,0.3111376993800466,5-0-0,-1,-1,False,False,1,c234,False,False
1690,2,2,1,2,1,1,2,1,1,0.1746105494914755,0.3837311187347197,0.4416583317738047,4-1-0,-1,-1,False,False,1,c234,False,False
1691,2,0,1,1,1,0,1,1,0,0.3555140797816823,0.4587655151410081,0.1857204050773094,3-2-0,-1,-1,False,False,1,c234,False,False
1692,4,2,0,2,0,0,2,2,1,0.3789498629096352,0.1427138260181837,0.4783363110721812,2-2-1,0,2,False,False,0,c1,False,False
1693,1,1,2,1,2,2,0,0,1,0.2567225749831904,0.3823988005928073,0.3608786244240021,2-2-1,0,2,False,False,2,c5,False,False
1694,0,0,2,2,0,2,2,2,1,0.216142158031745,0.2835158747953447,0.5003419671729102,3-1-1,-1,-1,False,False,2,c5,False,False
1695,3,1,1,2,1,2,1,1,2,0.0768911849241935,0.4150613729057477,0.5080474421700587,3-2-0,-1,-1,False,False,1,c234,True,True
1696,0,2,2,1,2,2,1,1,2,0.1582802887610085,0.4627196425968187,0.3790000686421726,3-2-0,-1,-1,False,False,2,c5,True,True
1697,3,2,2,2,2,1,2,2,1,0.2124281093056863,0.3415790762738892,0.4459928144204242,3-2-0,-1,-1,False,False,2,c5,True,True
1698,2,1,1,1,1,1,1,0,1,0.2833770763574995,0.3594486769978313,0.3571742466446692,4-1-0,-1,-1,False,False,1,c234,True,True
1699,3,1,1,0,0,1,1,2,1,0.5673924409920513,0.2951148718549181,0.1374926871530306,3-1-1,-1,-1,False,False,1,c234,True,True
1700,0,0,1,1,1,1,1,1,1,0.1839336131834022,0.4422583574926246,0.373808029323973,5-0-0,-1,-1,False,False,1,c234,False,False
1701,0,2,2,2,2,2,2,2,2,0.0238345826639157,0.1359674166839478,0.8401980006521365,5-0-0,-1,-1,False,False,2,c5,True,True
1702,0,1,1,1,0,2,1,1,1,0.2970661874429591,0.4976137172883795,0.2053200952686614,3-1-1,-1,-1,False,False,1,c234,True,True
1703,0,1,2,2,2,2,2,0,1,0.2677835943365993,0.1999251091907834,0.5322912964726173,3-1-1,-1,-1,False,False,2,c5,False,False
1704,2,2,0,0,0,0,1,2,0,0.742512362462924,0.1913925643838428,0.0660950731532331,3-1-1,-1,-1,False,False,0,c1,False,False
1705,0,0,1,1,1,1,1,1,1,0.1250373788042265,0.6221025251180143,0.252860096077759,5-0-0,-1,-1,False,False,1,c234,False,False
1706,0,1,2,2,2,2,1,1,2,0.1093405971146301,0.3743460530546773,0.5163133498306927,3-2-0,-1,-1,False,False,2,c5,False,False
1707,1,2,1,0,1,1,1,1,1,0.5674456614801777,0.2813864463493388,0.1511678921704835,5-0-0,-1,-1,False,False,1,c234,False,False
1708,4,0,0,0,0,0,0,0,0,0.576374041515185,0.30491653321711,0.1187094252677049,5-0-0,-1,-1,False,False,0,c1,True,True
1709,1,0,0,0,0,0,0,2,1,0.3979048879447349,0.2923955570410498,0.3096995550142152,3-1-1,-1,-1,False,False,0,c1,True,True
1710,3,1,1,0,1,1,2,2,0,0.4388636366210672,0.2770920814359912,0.2840442819429417,2-2-1,1,2,True,True,2,c5,True,False
1711,1,2,1,1,0,1,1,1,1,0.3407575514238363,0.407584543532529,0.2516579050436346,4-1-0,-1,-1,False,False,1,c234,False,False
1712,0,1,2,2,2,2,2,2,2,0.0638845828319918,0.412330064393971,0.5237853527740371,5-0-0,-1,-1,False,False,2,c5,False,False
1713,3,1,2,2,2,2,2,2,2,0.0416632530306425,0.2839530680437796,0.6743836789255779,5-0-0,-1,-1,False,False,2,c5,False,False
1714,3,2,0,0,0,0,0,0,0,0.6160916353064742,0.2147984254656679,0.1691099392278578,5-0-0,-1,-1,False,False,0,c1,False,False
1715,0,0,1,0,0,1,2,2,1,0.4439476912796214,0.4136027457399844,0.142449562980394,2-2-1,1,2,True,False,1,c234,False,False
1716,0,2,2,1,2,2,2,2,2,0.1330538147674412,0.4335193925374948,0.4334267926950639,5-0-0,-1,-1,False,False,2,c5,True,True
1717,3,2,2,2,2,2,2,2,2,0.0327766015585036,0.1614010303747253,0.8058223680667711,5-0-0,-1,-1,False,False,2,c5,True,True
1718,4,1,2,2,2,2,0,0,2,0.2829294532752523,0.3245869299900959,0.3924836167346519,3-2-0,-1,-1,False,False,2,c5,False,False
1719,0,2,2,2,2,2,2,2,2,0.136943964195959,0.3232802440199235,0.5397757917841174,5-0-0,-1,-1,False,False,2,c5,True,True
1720,3,0,2,2,2,2,2,2,1,0.2707031606615659,0.2591595177790979,0.470137321559336,4-1-0,-1,-1,False,False,2,c5,False,False
1721,1,1,1,1,1,1,1,1,1,0.1922759966052546,0.42637470160981,0.3813493017849353,5-0-0,-1,-1,False,False,1,c234,True,True
1722,0,0,0,1,2,0,0,0,0,0.353179621914994,0.3704680843097129,0.2763522937752931,4-1-0,-1,-1,False,False,0,c1,True,True
1723,4,1,2,2,2,2,1,1,2,0.0421570074914942,0.2017837986184941,0.7560591938900116,3-2-0,-1,-1,False,False,2,c5,False,False
1724,0,2,1,1,2,2,1,1,1,0.2673252350831945,0.4325895116111715,0.3000852533056338,3-2-0,-1,-1,False,False,1,c234,False,False
1725,3,1,1,0,0,1,0,1,1,0.3816374625494556,0.3533880730552943,0.2649744643952501,3-2-0,-1,-1,False,False,1,c234,True,True
1726,4,1,2,2,2,2,2,2,2,0.0085440775086386,0.2959410351425969,0.6955148873487644,5-0-0,-1,-1,False,False,2,c5,False,False
1727,2,1,0,0,0,0,0,0,0,0.3763374741914969,0.3467988557952446,0.2768636700132584,5-0-0,-1,-1,False,False,0,c1,False,False
1728,2,1,1,2,2,2,1,1,1,0.1651823147870373,0.4151669221395129,0.4196507630734497,3-2-0,-1,-1,False,False,1,c234,True,True
1729,3,2,0,0,0,0,0,2,0,0.5014090457340318,0.3054220795896605,0.1931688746763078,4-1-0,-1,-1,False,False,0,c1,False,False
1730,0,1,2,1,2,2,1,2,2,0.1591599848191884,0.5140256523100831,0.3268143628707283,4-1-0,-1,-1,False,False,2,c5,False,False
1731,1,1,0,0,0,0,1,0,0,0.5139569061527608,0.341534266637169,0.14450882721007,4-1-0,-1,-1,False,False,0,c1,False,False
