row_id,fold,y_true_id,y_pred_id,y_true,y_pred,prob_c1,prob_c234,prob_c5,correct,resp_text,char_count,word_count,duplicate_group_size,duplicate_num_labels,is_duplicate,is_conflicting_duplicate,group_c1_count,group_c234_count,group_c5_count,model_name,max_length,learning_rate,epochs,effective_batch_size
6395,4,2,1,c5,c234,0.1611844,0.43846565,0.40034994,False," Senhor,   O Serviço de Informações ao Cidadão do Ministério do Planejamento, Desenvolvimento e Gestão agradece o seu contato.   Em atenção à sua solicitação, informamos que existem 38 vagas de Bibliotecário-documentalista no Instituto Federal de Educação, Ciência e Tecnologia do Maranhão, das quais 35 estão ocupadas e 3 estão vagas. Entretanto, esclarecemos que tal informação não é possível de ser contabilizada a nível de campus.   Atenciosamente,     Serviço de Informações ao Cidadão (SIC) Ministério do Planejamento, Desenvolvimento e Gestão (MP) www.planejamento.gov.br/acesso-a-informacao ",599,79,1,1,False,False,0,0,1,neuralmind/bert-base-portuguese-cased,512,3e-05,2,16
6398,4,2,1,c5,c234,0.110329695,0.58347434,0.3061959,False," Informamos que há vagas Desocupadas de Bibliotecário/Documentalista na Biblioteca Central (BC/UFG), Regional Goiânia.  Os procedimentos para a autuação dos processos de redistribuição de Docentes e Técnicos Administrativos em Educação (TAEs) na UFG deverão observar, estritamente, o disposto na legislação que regulamenta a sua realização. Atualmente, para a análise deste tipo de movimentação, além da Lei nº. 8.112/90, podemos também utilizar a Portaria nº. 57/2000 - MPOG e as orientações contidas no Ofício-Circular nº. 2/2017/CGRH/DIFES/SESU/SESU-MEC, que versa sobre os procedimentos de redistribuição seguindo o que espelha o Acórdão nº. 1308 do TCU.  O inciso I do Art. 37 da Lei nº. 8.112/1990 dispõe que a redistribuição é o deslocamento de cargo de provimento efetivo, ocupado ou vago no âmbito do quadro geral de pessoal, para outro órgão ou entidade do mesmo Poder, com prévia apreciação do órgão central do SIPEC, observado o interesse da administração (grifo nosso). Assim como a Portaria 57/2000, em seu Artigo 1º, menciona: Disciplinar os procedimentos relativos a redistribuição de cargos efetivos ocupados ou vagos da Administração Pública Federal direta, autárquica e fundacional, no interesse da administração (grifo nosso). Do mesmo modo, o item 3 do Ofício-Circular supracitado atesta que: (...) o procedimento da ""redistribuição por reciprocidade"" deve ser adotado em caráter excepcional, devendo ser observados os requisitos do art. 37 da Lei nº. 8.112, de 1990, em especial o interesse da Administração, que deve estar devidamente comprovado nos autos do processo administrativo (...)"".  Desse modo, informamos que as redistribuições serão autuadas na UFG somente quando for caracterizado o interesse da administração. Por exemplo, se um TAE ou professor de outra IFES deseja ser redistribuído para a UFG, este por sua vez, levando em consideração a sua área de atuação, deverá verificar dentro da Universidade o interesse de alguma Unidade/Câmpus/Órgão em recebê-lo, mediante a contrapartida de vaga. Caso haja o interesse de alguma Unidade/Câmpus/Órgão em receber o servidor, a manifestação de interesse deve ser deste local e não do servidor interessado. Esta, por sua vez, encaminhará para o DDRH/UFG (sendo processos de TAEs) ou para a PRODIRH (sendo processos de Docentes) um memorando solicitando a redistribuição do servidor e informando o código de vaga que será oferecido em contrapartida. Após o recebimento deste documento, é que o DDRH/UFG ou a PRODIRH tomará as providências que já são rotineiras para o andamento do processo.    Para mais, caso queira informações sobre pedido de redistribuição de TAE na UFG, peço que entre em contato com a Patrícia no Departamento de Desenvolvimento de Recursos Humanos (DDRH/UFG), no telefone 62 - 3209.6140, ou pelo e-mail patricia_coelho@ufg.br. ",2827,424,1,1,False,False,0,0,1,neuralmind/bert-base-portuguese-cased,512,3e-05,2,16
6402,4,2,2,c5,c5,0.05276839,0.2649226,0.68230903,True," Prezado cidadão,  Encaminhamos a informação enviada pela área competente.  Atenciosamente.  Equipe do Serviço de Informação ao Cidadão do IFSC     ............... Prezada, bom dia ,    O IFSC foi contemplado apenas com 10 códigos de vaga para cargos e nível E. Não há entre os códigos vagas para Médico Veterinário. Também não possuímos vaga para Técnico de laboratório/Biologia.      Atenciosamente,   Departamento de Seleção de Pessoas - DSP  Instituto Federal de Santa Catarina - Reitoria ",493,71,1,1,False,False,0,0,1,neuralmind/bert-base-portuguese-cased,512,3e-05,2,16
6410,4,2,2,c5,c5,0.056708913,0.2490535,0.6942376,True," Prezado Senhor,  O Serviço de Informações ao Cidadão - SIC, regido pela Lei 12.527, de 18 de novembro de 2011, atende demandas específicas daquelas informações ainda não prestadas pelos demais canais de atendimento ao cliente desta Imprensa Nacional, que contemplam a Central de Atendimento, o portal institucional www.in.gov.br e a Ouvidoria.  Em atendimento ao seu pedido, constante do protocolo nº 99999000001201782,informamos que o processo licitatório para a contratação de empresa para executar os serviços de manutenção predial, encontra-se em fase interna.Informamos ainda, que não existe contrato a ser disponibilizado, tendo em vista que a licitação ainda não foi realizada.  Prazo para interposição de recurso de 1ª instância: 10 dias  Esclarecimentos de dúvidas, e informações poderão ser obtidos por meio do telefone (61) 3441-9450.  Colocamo-nos à disposição para qualquer informação adicional que se fizer necessária.   Atenciosamente,  Serviço de Informações ao Cidadão  SIC Coordenação de Relacionamento Externo Imprensa Nacional/CC/PR ",1055,148,1,1,False,False,0,0,1,neuralmind/bert-base-portuguese-cased,512,3e-05,2,16
6413,4,2,2,c5,c5,0.12970324,0.29801926,0.5722775,True," Prezado Senhor,  Em referência à demanda apresentada, informamos que segue anexa cópia do processo nº 00058.134229/2015-76, conforme solicitado por Vossa Senhoria. Por fim, salientamos que manifestações relacionadas a esta demanda deverão ser encaminhadas em até 10 dias, sendo apreciadas em 1ª instância pelo chefe da unidade organizacional responsável e, em 2ª instância, pela autoridade máxima da Agência ou autoridade por ele designada.   Atenciosamente,  Agência Nacional de Aviação Civil  www.anac.gov.br ",512,69,1,1,False,False,0,0,1,neuralmind/bert-base-portuguese-cased,512,3e-05,2,16
6415,4,0,1,c1,c234,0.25461423,0.46454945,0.28083637,False," Trata-se de solicitação com base na Lei de Acesso à Informação, objetivando saber ""o número de inquéritos abertos pela Polícia Federal para apurar tráfico de pessoas entre 2000 e maio de 2019, com dados sobre o sexo das vítimas, idade, estados de origem no Brasil e países de destino. Dados sobre o número de inquéritos concluídos ( com aliciadores identificados e vítimas resgatadas) e em aberto"".    2.                    A Lei Federal nº 12.527/2011 estabelece que as informações referentes à atividade do Estado são públicas, exceto aquelas expressas na legislação, regulamentando o direito à informação garantido pela Constituição Federal, no inciso XXXIII, do Capítulo I - dos Direitos e Deveres Individuais e Coletivos: ""todos têm direito a receber dos órgãos públicos informações de seu interesse particular, ou de interesse coletivo ou geral, que serão prestadas no prazo da lei, sob pena de responsabilidade, ressalvadas aquelas cujo sigilo seja imprescindível à segurança da sociedade e do Estado"".    3.                     Após consulta à SEC/COGER, segue arquivo gerado pela consulta ao UNICART do Art. 149 do CPB (Tráfico de pessoas), esclarecendo que somente constam dados (número de IPL's) a partir do ano de 2015, não existindo registros a respeito sexo das vítimas, idade, estados de origem no Brasil e países de destino.                       SIC/COGER ",1374,207,1,1,False,False,1,0,0,neuralmind/bert-base-portuguese-cased,512,3e-05,2,16
6418,4,1,0,c234,c1,0.5805265,0.30199227,0.11748129,False," Prezada Senhora,    A Advocacia-Geral da União (AGU) agradece o envio da sua mensagem.  Segue resposta da Consultoria-Geral da União:  A Advocacia-Geral da União agradece pelo envio da sua mensagem, direcionada à Consultoria-Geral da União e reencaminhada a esta Ouvidoria, para resposta.  Esclarecemos que a informação solicitada foi produzida pelo Advogado-Geral da União em decorrência de sua função de assessoramento ao Presidente da República, para a decisão de sancionar ou vetar projetos de lei aprovados pelo Congresso Nacional, conforme art. 131 da Constituição Federal combinado com o art. 12 da Lei no 10.683, de 28 de maio de 2003.  Entretanto, cabe também ao AGU o dever e a função de curador da constitucionalidade das normas, em face do disposto no § 3o do art. 103 da Constituição Federal.  Diante disso, considerando que pode ocorrer eventual conflito entre o exercício da função de assessoramento do Presidente da República e o do dever de defesa de norma legal ou ato normativo objeto de ação direta de inconstitucionalidade, e que este conflito pode prejudicar a eficácia do exercício da curadoria da constitucionalidade das normas pelo Advogado-Geral da União e comprometer o processo objetivo de controle de constitucionalidade, conclui-se pela impossibilidade de fornecimento da informação solicitada.  Deve-se, ainda, observar, que o mencionado conflito persiste quando o Presidente da República tiver acolhido apenas em parte ou integralmente a eventual sugestão de veto da AGU, uma vez que ainda é possível a derrubada de veto presidencial pelo Congresso Nacional.  Esclarecemos que o art. 22 da Lei nº 12.527, de 2011 (Lei de Acesso à Informação) determina que a referida Lei não exclui as demais hipóteses legais de sigilo, e o art. 6º, inciso I, do Decreto nº 7.724, de 2012, ao regulamentar o mencionado dispositivo legal, prevê que o acesso à informação não se aplica às hipóteses de sigilo previstas na legislação, incluindo a de sigilo profissional.  Assim, as informações relacionadas com estratégias de defesa do interesse público em Juízo são alcançadas pelo sigilo profissional do advogado, previsto no art. 7º, inciso II, da Lei nº 8.906, de 4 de julho de 1994 (Estatuto da Advocacia), uma vez que seu conhecimento prévio pode prejudicar a efetiva defesa judicial das políticas públicas e comprometer o alcance do princípio constitucional da ampla defesa, bem como do princípio da igualdade das partes e da paridade de armas.   Pelo acima exposto, por estar a informação solicitada protegida pelo sigilo profissional do advogado, não será possível conceder o acesso.  Sendo o que havia para o momento, colocamo-nos à disposição para a apresentação de futuras demandas.  Atenciosamente,  Consultoria-Geral da União.  Advocacia-Geral da União  Sendo o que havia para o momento, colocamo-nos ao seu dispor.  Atenciosamente,  Serviço de Informações ao Cidadão  Advocacia-Geral da União ",2923,450,1,1,False,False,0,1,0,neuralmind/bert-base-portuguese-cased,512,3e-05,2,16
6428,4,0,1,c1,c234,0.16272245,0.43483043,0.40244707,False," Em atenção ao seu pedido de informação, esclarecemos que os dados brutos de comércio exterior encontram-se disponibilizados para consulta no seguinte endereço: http://www.mdic.gov.br/index.php/comercio-exterior/estatisticas-de-comercio-exterior/base-de-dados-do-comercio-exterior-brasileiro-arquivos-para-download#municipios ou http://comexstat.mdic.gov.br/pt/home Alternativamente, a informação também está disponível, por meio de representação gráfica e interativa, por intermédio do Sistema Comex Vis, acessível por meio do seguinte link: http://www.mdic.gov.br/comercio-exterior/estatisticas-de-comercio-exterior/comex-vis. Atenciosamente, ",645,52,1,1,False,False,1,0,0,neuralmind/bert-base-portuguese-cased,512,3e-05,2,16
6435,4,1,0,c234,c1,0.5524492,0.29809678,0.14945397,False," Uma das competências fundamentais validadas pelos empregados da sede e 23 hospitais universitários e, portanto, considerada obrigatória a todos os empregados da empresa, seja ele de nível médio, técnico ou superior, é a competência ""Melhoria contínua dos processos de trabalho"", entendida como: avaliar e propor melhoria nos processos de trabalho, considerando as normas e regulamentos e aplicando novos conhecimentos e práticas em sua área de atuação. ",454,66,1,1,False,False,0,1,0,neuralmind/bert-base-portuguese-cased,512,3e-05,2,16
6437,4,2,1,c5,c234,0.20979947,0.45925215,0.33094844,False," Prezado(a) Senhor (a), Recebemos seu Pedido de Acesso à Informação registrado no Sistema Eletrônico do Serviço de Informação ao Cidadão (e-SIC) no dia 6 de novembro de 2017, sob o número de protocolo NUP 99912.0000215/2017-61, tendo como órgão Superior/Vinculado a Companhia Docas do Pará (CDP), e informamos que as informações solicitadas estão disponíveis através de suporte eletrônico, conforme link: https://goo.gl/bGZs35. Para tanto, orienta-se a leitura dos pontos e recomendações em anexo, para extração dos dados requeridos. ",534,76,1,1,False,False,0,0,1,neuralmind/bert-base-portuguese-cased,512,3e-05,2,16
6440,4,2,1,c5,c234,0.31581584,0.42257124,0.2616129,False," Prezado Cidadão,   EM ATENçãO A VOSSA DEMANDA JUNTO AO SERVIçO DE INFORMAçãO AO CIDADãO ? SIC,  OUVIDOR SUS- MS,  Nº 2647630, NA QUAL SOLICITA LISTA DOS NúCLEOS INFORMAIS DE TECNOLOGIA DA INFORMAçãO EM FUNCIONAMENTO NO MINISTéRIO DA SAúDE - MS, BEM COMO A COMPOSIçãO DAS EQUIPES DE TRABALHO E OS SISTEMAS DE INFORMAçãO SOB A  RESPONSABILIDADE DES NúCLEOS, APRESENTAMOS AS SEGUINTES INFORMAçõES:   CONFORME CITADO NO SEGUNDO PARáGRAFO DO ITEM 5.4 DO PDTI 2017-2018 DATASUS, OS NúCLEOS INFORMAIS DE TI NO MINISTERIO DA SAúDE  - MS ?ATUAM GERALMENTE DE FORMA INDEPENDENTE E ISOLADA DO DATASUS?, DESTA FORMA ESTE DEPARTAMENTO, NãO MANTEM ACOMPANHAMENTO E  NEM CONTROLE SOBRE AS EQUIPES DE TRABALHO E SISTEMAS DE INFORMAçãO SOB A RESPONSABILIDADE OU GESTãO DE CADA NúCLEO INFORMAL, DE TAL FORMA QUE NãO TEM COMO FORNECER AS INFORMAçõES SOLICITADAS.   RESPOSTA ELABORADA PELA COORDENAçãO DE DESENVOLVIMENTO DE SISTEMAS DE SAúDE - CDESS/CGAM/DATASUS/SE-MS. ACESSO CONCEDIDO, INFORMAçõES SEM RESTRIçãO DE SIGILO, O óRGãO NãO TEM OS DADOS SOLICITADOS.   BRASíLIA-DF, 07  DE JUNHO DE 2018. ",1081,165,1,1,False,False,0,0,1,neuralmind/bert-base-portuguese-cased,512,3e-05,2,16
6441,4,1,1,c234,c234,0.25048116,0.5488404,0.2006785,True," Prezado Sr,     Referimo-nos a sua demanda, registrada no e-sic em 27/03/2019, por meio da qual solicita informação sobre ?medicamentos judicializados?, com o seguinte detalhamento: ?olá, gostaria de saber quais foram os 100 medicamentos mais judicializados (em valor de compra e o volume) nos últimos 5 anos (separado por ano). Nesse dado entram as judicializações das secretarias estaduais e municipais também? Muito obrigado!?.   2.         Cumpre informar que esta coordenação-geral se limitou em disponibilizar a planilha com os dados das aquisições por esta pasta nos últimos 5 (cinco) anos, extraídos da dw/comprasnet. é importante destacar que nem todas as compras publicadas foram efetivadas, pois no decorrer do processo algumas aquisições podem sofrer cancelamento do empenho, podendo gerar alguma divergência de valores efetivamente gastos pela união. 3.         Ademais, vale explicitar que os dados disponibilizados são referentes as compras no âmbito do ministério da saúde, da união. Em relação aos dados das secretarias estaduais e municipais estes devem ser requisitados diretamente a cada uma das secretarias desejadas, tendo em vista que são entes da federação diferentes. 4.         Por entender que as informações requisitadas não são facilmente levantadas e necessitaria deslocar servidores de suas atribuições rotineiras, comprometendo o atendimento as demandas urgentes de cumprimento de determinação judicial, para conseguir gerar a informação ora requisitada que não são de competência precípua desta cglis. 5.         Assim, conforme estabelece o artigo 13 do decreto nº 7.724/2012, que regulamenta a lei no 12.527/2011 sobre o acesso a informações, esta coordenação geral entende pelo não atendimento, uma vez que exige trabalho adicional de consolidação de dados: Art. 13º - não serão atendidos pedidos de acesso à informação: I - genéricos, Ii - desproporcionais ou desarrazoados, ou Iii - que exijam trabalhos adicionais de análise, interpretação ou consolidação de dados e informações, ou serviço de produção ou tratamento de dados que não seja de competência do órgão ou entidade. Parágrafo único. Na hipótese do inciso iii do caput, o órgão ou entidade deverá, caso tenha conhecimento, indicar o local onde se encontram as informações a partir das quais o requerente poderá realizar a interpretação, consolidação ou tratamento de dados. 6.         Cumpre informar que todas as compras por demanda judicial são publicadas diariamente no diário oficial da união - dou e o cidadão poderá extrair das publicações os medicamentos mais adquiridos por esta pasta através do portal da transparência ou consulta ao dou no sitio da imprensa nacional. 7.         é mister reforçar que a lei de acesso a informação decorre do direito constitucional, estabelecido no artigo 5º, inciso xxxiii da constituição federal: ""xxxiii - todos têm direito a receber dos órgãos públicos informações de seu interesse particular, ou de interesse coletivo ou geral, que serão prestadas no prazo da lei, sob pena de responsabilidade, ressalvadas aquelas cujo sigilo seja imprescindível à segurança da sociedade e do estado, ""(grifo nosso) 8.         Por entender que não há razão para um cidadão comum se interessar pela informação em tela, entende-se desarrazoado o pedido. Nesse sentido já há posicionamento doutrinário de que o princípio da razoabilidade não permitiria que a lai fosse utilizada para fins ilegítimos e sem objetivos específicos:  ""a lai não pode servir de um subterfúgio para se praticar abusos de direito. Utilizar de um favor legal para fins ilegítimos e despidos de uma finalidade ética seria o mesmo que praticar um desvio de finalidade ou um abuso de direito, categorias que são, a todo custo, rechaçadas pela ordem jurídica."" 9.         Este departamento coloca-se a sua disposição para eventuais esclarecimentos. Atenciosamente, ",3863,577,1,1,False,False,0,1,0,neuralmind/bert-base-portuguese-cased,512,3e-05,2,16
6443,4,2,2,c5,c5,0.06277453,0.18433152,0.7528939,True," Prezado Senhor,  Encaminhamos, em anexo, arquivos com parte da informação solicitada.  Informamos que  os expedientes que deixaram de seguir estão classificados com grau de sigilo, ainda dentro do prazo de validade.  Nos termos do art. 21 do Decreto nº 7.724, de 16 de maio de 2012, eventual recurso sobre esta resposta deve ser apresentado, no prazo de 10 dias, a contar da data desta decisão.  Atenciosamente, Serviço de Informação ao Cidadão Ministério das Relações Exteriores ",481,75,1,1,False,False,0,0,1,neuralmind/bert-base-portuguese-cased,512,3e-05,2,16
6452,4,1,1,c234,c234,0.36236277,0.42745006,0.2101872,True," Prezada Senhora Andrezza Caroline,  Informamos que as dúvidas quanto aos valores a receber entrar em contato com Supervisor da Área e segue abaixo orientação no Edital:   10. DA CONVOCAÇÃO E REALIZAÇÃO DO TREINAMENTO  10.5 - Os candidatos que tiverem 100% de frequência no Treinamento farão jus a uma ajuda de custo.  Atenciosamente, Equipe de Atendimento ",357,55,1,1,False,False,0,1,0,neuralmind/bert-base-portuguese-cased,512,3e-05,2,16
6466,4,2,0,c5,c1,0.6756936,0.24340908,0.08089735,False," Prezado Solicitante, Acusamos o recebimento de seu questionamento que consiste na duplicidade do conteúdo do protocolo de número 23480.020777/2018-78.  Para novos questionamentos, poderá ser aberta uma nova solicitação, não sendo necessário, portanto, a réplica de manifestações anteriores.   Conforme art. 21 do Decreto n. 7.724/2012, pode ser apresentado recurso à autoridade hierarquicamente superior a que deu a resposta e isso deve ser feito no prazo de 10 (dez) dias contados da publicação da resposta. Deve-se clicar no botão correspondente (Recorrer em 1ª Instância) no sistema e-SIC e apresentar as razões do recurso.   Atenciosamente, Serviço de Informação ao Cidadão - SIC/UnB Campus Universitário Darcy Ribeiro Prédio da Biblioteca Central, 1º Pavimento, sala A1 - 09/41 CEP.: 70910 900 Brasília DF Brasil Telefone: (61) 3107-2710 ",844,122,1,1,False,False,0,0,1,neuralmind/bert-base-portuguese-cased,512,3e-05,2,16
6468,4,2,2,c5,c5,0.060542874,0.28345487,0.6560023,True," Prezada Cidadã,  Ao cumprimentá-la, cordialmente, reporto-me ao pedido impetrado por Vossa Senhoria de NUP 60502.000404/2017-21, de 21 de fevereiro de 2017.  Em relação ao seu pedido, o Serviço de Informações ao Cidadão - SIC do Ministério da Defesa - MD informa que após buscas internas realizadas, foi elaborada a resposta que segue.   A Missão das Nações Unidas para Estabilização do Haiti (MINUSTAH) sucedeu, a partir de junho de 2004, a missão da Força Multinacional Provisional (FMP) criada por Resolução do Conselho de Segurança da ONU, em fevereiro 2004, para restabelecer a segurança e normalidade institucional do país após sucessivos episódios de turbulência política e violência, que culminaram com a partida do então presidente, Jean Bertrand Aristide, para o exílio.  O Brasil comanda o componente militar da missão de paz no Haiti desde de sua criação. Atualmente o General de Divisão Ajax Porto Pinheiro conta com cerca de 2.300 militares oriundos dos seguintes países: Argentina, Bangladesh, Brasil, Canadá, Chile, Equador, El Salvador, Guatemala, Honduras, Jordânia, México, Nepal, Paraguai, Peru, Filipinas, Sri Lanka, Estados Unidos e Uruguai.  O contingente brasileiro (CONTBRAS) é composto por um Batalhão de Infantaria de Força de Paz (BRABAT) e uma Companhia de Engenharia de Força de Paz (BRAENGCOY), atualmente, com um efetivo de 970 capacetes azuis brasileiros da Marinha, do Exército e da Força Aérea.  Na totalidade, já foram enviados 36.058 militares para participar da MINUSTAH, desde junho de 2004. Destes, as Forças Singulares participaram com os seguintes efetivos: Marinha do Brasil - 6.114, Exército Brasileiro  29.627, e Força Aérea Brasileira  317.  A participação de civis brasileiros em operações de paz, das quais se inclui a MINUSTAH, não tem gerência do Ministério da Defesa, que tem a atribuição de gestão voltada para a participação de militares e policiais militares. Tal informação poderá ser obtida no Ministério de Relações Exteriores.  Os investimentos do Brasil com a MINUSTAH entre 2004, ano de início do envio de tropas brasileiras à nação caribenha, e dezembro de 2016, somam cerca de R$ 2,550 bilhão, segundo dados disponíveis no Sistema Integrado de Administração Financeira do Governo Federal (SIAFI). Como pode ser observado no quadro abaixo, as despesas variam anualmente conforme as necessidades da missão. Em 2010, por exemplo, ano em que ocorreu o terremoto no Haiti, houve uma elevação significativa do desembolso em razão da abertura de créditos adicionais para ajuda humanitária e instalação do 2º Batalhão de Infantaria de Força de Paz (BRABAT-2).  Os valores reembolsados pela ONU ao governo brasileiro somam, do início da missão até setembro de 2016, aproximadamente US$ 431 milhões (ver quadro acima). O reembolso correspondente ao 4º trimestre de 2016 tem previsão de ser depositado até o final do 1º trimestre deste ano (trimestre sequencial). Como determina a legislação, os recursos reembolsados são recolhidos diretamente à conta única do Tesouro Nacional.  Em linhas gerais, pode-se afirmar que os reembolsos feitos pela ONU cobrem os custos gerados pelo emprego efetivo da tropa na missão de paz. Os investimentos referentes às fases anteriores e posteriores ao emprego da tropa (preparo, deslocamento para a área da missão e retorno para o território nacional) são, em geral, arcados total ou parcialmente pelo país contribuinte.  Por fim, não parece adequado calcular a porcentagem entre valores reembolsados pela ONU e os investidos do Brasil, uma vez que, além dos aspectos abordados acima, matematicamente, os valores reembolsados são em moeda estrangeira (dólar americano) e ficam sujeitos a variação cambial, que pode ser obtida em sites específicos, como por exemplo:  http://economia.acspservicos.com.br/indicadores_iegv/iegv_dolar.html    Atenciosamente,  Serviço de Informações ao Cidadão do Ministério da Defesa  SIC/MD ",3912,590,1,1,False,False,0,0,1,neuralmind/bert-base-portuguese-cased,512,3e-05,2,16
6472,4,0,0,c1,c1,0.40341607,0.3915177,0.20506617,True," Prezada(o) Cidadã(o),   As atas e resoluções dos conselhos superiores da UFU estão disponíveis no endereço http://www.reitoria.ufu.br/atasResolucoes.php . O cidadão poderá realizar a busca pelo conselho e por palavras-chave que identifiquem o assunto desejado. Segue link com a descrição de cada um dos conselhos da UFU: http://www.ufu.br/unidades-organizacionais/conselhos-superiores    Atenciosamente, Serviço de Informação ao Cidadão ",438,52,1,1,False,False,1,0,0,neuralmind/bert-base-portuguese-cased,512,3e-05,2,16
6475,4,0,0,c1,c1,0.47591743,0.40095833,0.1231242,True," Prezado Senhor,    1. Em atenção ao pedido de acesso à informação feito por Vossa Senhoria, por meio do E-SIC, informamos que conforme determina o Art. 6°, inciso I, do Decreto n° 7.724/12, que regulamenta a Lei de Acesso à Informação, a CAIXA deve observar legislações específicas referentes à divulgação de informações resguardadas pelos sigilos fiscais, bancário, de operações e serviços no mercado de capitais, comercial, profissional, industrial e segredo de justiça, bem como informações onde há a necessidade de identificação do solicitante ou existe ainda demais canais para atendimento.    2. Nesse sentido, comunicamos que o seu pedido de acesso não pode ser atendido por este canal, visto que as informações solicitadas podem ser obtidas ou solicitadas em outros canais e está condicionando a identificação do requerente, conforme Art.60 do referido Decreto.    3. Para sua segurança e maior agilidade no atendimento do seu pedido, orientamos que o (a) Senhor (a) ligue no 0800 726 0101 ou procure a Agência da CAIXA mais próxima.    4. Informamos que a CAIXA mantém SAC para informações, reclamações, cancelamentos, sugestões, serviços e elogios, com atendimento 24 horas por dia 07 dias por semana, pelo DDG 0800 726 0101 e para reclamações não solucionadas no SAC ou denúncias, a CAIXA mantém canal de Ouvidoria com atendimento de segunda a sexta-feira, das 08 às 18 horas, pelo DDG 0800 725 7474.    5. A CAIXA agradece o contato e coloca-se à disposição através de seus canais de atendimento.     Atenciosamente,    CAIXA - Serviço de Informações ao Cidadão ",1575,247,50,3,True,True,23,20,7,neuralmind/bert-base-portuguese-cased,512,3e-05,2,16
6478,4,0,1,c1,c234,0.35034776,0.44216195,0.20749025,False," Prezado(a) Senhor(a), Em atendimento ao pedido de informação registrado sob o protocolo nº 23480-028812/2018-05, segue resposta elaborada pela unidade responsável: ""Prezada, Localizamos a inscrição da participante nos anos de 2010, 2011, 2013, 2015, 2016, 2017 e 2018. Sendo assim, recomendamos que registre uma nova demanda, informando o ano de realização do exame que deseja obter a informação."" Caso queira solicitar mais informações, é necessário registrar uma nova demanda no e-SIC, para que corram os prazos de atendimento previstos pela Lei de Acesso à Informação. Quando for negado o pedido de acesso à informação, o Decreto nº 7.724, de 16 de maio de 2012, estabelece que se resguarda ao interessado a possibilidade de apresentação de recurso, no prazo de 10 (dez) dias. Nesse caso, o recurso será direcionado ao Chefe de Gabinete da Presidência do Inep. Atenciosamente, Serviço de Informação ao Cidadão  SIC-Inep Ouvidoria do Instituto Nacional de Estudos e Pesquisas Educacionais Anísio Teixeira Edifício Villa Lobos  Sede do Inep, térreo Setor de Indústrias Gráficas, quadra 04, lote 327 CEP: 70610-908  Brasília/DF e-SIC: http://www.acessoainformacao.gov.br/sistema/ ",1184,176,1,1,False,False,1,0,0,neuralmind/bert-base-portuguese-cased,512,3e-05,2,16
6480,4,2,2,c5,c5,0.08134363,0.34372595,0.57493037,True," Prezada Carla,  Entramos em contato com o presidente do PLS na UFRN, Prof. João Batista Bezerra e o mesmo informou que os trabalhos do PLS  na UFRN estão em fase inicial, portanto orienta que deverá consultar o site do Ministério do Planejamento, lá encontrará disponibilizado vários documentos sobre o conteúdo de um PLS. Confirmamos também que ainda não existe sistema informatizado para gestão do programa. Cordialmente e sempre a disposição Joseleno Marques Coordenador SIC-UFRN ",484,74,1,1,False,False,0,0,1,neuralmind/bert-base-portuguese-cased,512,3e-05,2,16
6488,4,2,2,c5,c5,0.12392111,0.40473756,0.4713414,True," Prezado Senhor, Em atenção ao pedido de acesso à informação, a Secretaria do Audiovisual (SAV) informa que em consulta com a Coordenação e Seleções Públicas (COSEP), foi fornecido os dados de avaliação da proposta apresentados em anexo. Caso necessite de informações complementares ou realizar novos questionamentos, orientamos, por gentileza, que entre com nova solicitação no Sistema e-SIC (Sistema Eletrônico do Serviço de Informação ao Cidadão).   Atenciosamente, Serviço de Informações ao Cidadão  SIC Ouvidoria Geral/SE Ministério da Cidadania  MCid Setor de Indústrias Gráficas  Qr 04  Bl. ""C""  Lote 83 Centro Empresarial Financial Center Térreo Sala S-10 ",669,100,1,1,False,False,0,0,1,neuralmind/bert-base-portuguese-cased,512,3e-05,2,16
